Personalekategori,Løntrin,Årsværk,Basisløn,Plustid,Pension,Faste/midl. tillæg (Centrale),Faste tillæg (Lokale),Midlert. tillæg (Lokale),Engangs-vederlag,Andre tillæg,Samlet løn,Periode,Ministerområde,Hovedkonto,Type
240 - Kontorfunktionærer,Trin 1,7.1,36653,0,6306,0,5107,0,705,0,48771,"2024, 4. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.35.01 - Statens Serum Institut,Andet
240 - Kontorfunktionærer,"Løngrp. 3, Hovedstad, Løntrin 1",14.0,30623,0,5715,133,6025,0,476,26,42997,"2024, 4. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.35.01 - Statens Serum Institut,Andet
240 - Kontorfunktionærer,"Løngrp. 3, Hovedstad, Løntrin 2",10.9,32326,0,6251,118,7902,0,565,109,47271,"2024, 4. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.35.01 - Statens Serum Institut,Andet
240 - Kontorfunktionærer,"Løngrp. 3, Hovedstad, Løntrin 3",7.9,35143,0,6696,84,8068,0,212,51,50253,"2024, 4. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.35.01 - Statens Serum Institut,Andet
240 - Kontorfunktionærer,"Løngrp. 2, Hovedstad, Sats II",7.8,29252,0,5460,238,5560,0,480,366,41357,"2024, 4. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.35.01 - Statens Serum Institut,Andet
242 - Farmakonom/defektrice,Trin 3,7.9,29603,0,7501,192,9999,155,495,50,47996,"2024, 4. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.35.01 - Statens Serum Institut,Andet
251 - Sygeplejersker,Trin 1,9.8,38159,0,8920,44,9609,0,512,49,57294,"2024, 4. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.35.01 - Statens Serum Institut,Andet
553 - Ph.d. Stipendiater,"AC basisløntrin 4, 2-årigt",5.0,29192,0,5585,1525,2313,0,0,0,38615,"2024, 4. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.35.01 - Statens Serum Institut,Andet
553 - Ph.d. Stipendiater,AC basisløntrin 8,13.0,35571,0,7208,1525,5421,0,378,0,50102,"2024, 4. kvt.",§16 - Indenrigs- og Sundhedsministeriet,§16.35.01 - Statens Serum Institut,Andet
46 - Jurister/økonomer,LR 35 (u.åremål),32.0,46146,0,8943,0,3819,0,1391,0,60299,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.11.01 - Departementet,Departement
46 - Jurister/økonomer,LR 36 (u.åremål),27.8,49671,0,10118,64,8162,109,2098,38,70261,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.11.01 - Departementet,Departement
46 - Jurister/økonomer,LR 36 (pers.ledelse u.åremål),6.0,52706,0,10839,0,9525,0,3195,0,76264,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.11.01 - Departementet,Departement
46 - Jurister/økonomer,LR 37 (m.åremål),7.0,54722,0,13599,9336,1238,13074,5298,0,97267,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.11.01 - Departementet,Departement
46 - Jurister/økonomer,LR 37 (u.åremål),5.0,54722,0,13941,10623,15026,0,6083,0,100396,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.11.01 - Departementet,Departement
46 - Jurister/økonomer,LR 39 (m.åremål),4.0,81593,0,18537,0,6381,19273,5729,0,131513,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.11.01 - Departementet,Departement
46 - Jurister/økonomer,"AC basisløntrin 4, 2-årigt",27.3,29109,0,5706,3718,546,0,220,0,39299,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.11.01 - Departementet,Departement
46 - Jurister/økonomer,AC basisløntrin 5,14.0,31461,0,6386,3756,1981,0,548,0,44132,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.11.01 - Departementet,Departement
46 - Jurister/økonomer,AC basisløntrin 6,19.0,33531,0,7005,4369,3082,0,689,0,48677,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.11.01 - Departementet,Departement
46 - Jurister/økonomer,AC basisløntrin 8,11.9,35571,0,7451,4656,3432,0,790,0,51899,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.11.01 - Departementet,Departement
240 - Kontorfunktionærer,Trin 3,3.0,19305,0,2375,0,0,0,0,0,21681,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.11.01 - Departementet,Departement
240 - Kontorfunktionærer,Trin 4,4.8,20318,0,2543,90,0,0,0,0,22951,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.11.01 - Departementet,Departement
240 - Kontorfunktionærer,"Løngrp. 3, Hovedstad, Løntrin 1",3.9,30623,0,5636,79,5507,0,0,1,41845,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.11.01 - Departementet,Departement
240 - Kontorfunktionærer,"Løngrp. 3, Hovedstad, Løntrin 2",6.7,32326,0,6145,0,5810,1458,272,13,46025,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.11.01 - Departementet,Departement
240 - Kontorfunktionærer,"Løngrp. 3, Hovedstad, Løntrin 3",3.8,35143,0,6684,179,7212,636,656,115,50626,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.11.01 - Departementet,Departement
201 - Tjenestemænd,"Løngrp. 3, Hovedstad, Løntrin 1",4.0,31119,0,5874,221,5176,0,0,168,42557,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.11.09 - Udlån af tjenestemænd mv.,Andet
201 - Tjenestemænd,"Løngrp. 4, Hovedstad, Løntrin 1",7.6,32997,0,5678,372,3126,0,0,84,42257,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.11.09 - Udlån af tjenestemænd mv.,Andet
34 - Ergoterapeuter,AC basisløntrin 7,34.5,33960,0,7653,412,7132,103,679,22,49962,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
35 - Fysioterapeuter,AC basisløntrin 7,38.5,33960,0,7402,43,6176,131,711,20,48442,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
36 - Bygningskonstruktør,AC basisløntrin 7,9.0,33960,0,7530,1224,7444,248,800,0,51206,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
40 - Ingeniørassistenter,Trin 1,52.0,31683,0,6443,145,8142,221,699,95,47427,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
44 - Ingeniører,LR 35 (u.åremål),4.0,46146,0,9478,109,7307,0,979,3185,67205,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
44 - Ingeniører,LR 36 (u.åremål),7.0,49671,0,9650,62,5544,0,1667,70,66664,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
44 - Ingeniører,AC basisløntrin 8,49.0,35571,0,8207,151,10919,183,725,572,56327,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
46 - Jurister/økonomer,LR 35 (u.åremål),38.8,46146,0,8767,10,3938,0,877,11,59750,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
46 - Jurister/økonomer,LR 36 (u.åremål),28.1,49671,0,9939,113,7046,0,1426,54,68248,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
46 - Jurister/økonomer,LR 37 (m.åremål),16.0,54722,0,12986,6785,794,12481,4063,0,91830,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
46 - Jurister/økonomer,"AC basisløntrin 4, 2-årigt",13.3,29012,0,5689,3110,1224,0,323,0,39358,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
46 - Jurister/økonomer,AC basisløntrin 5,9.0,31461,0,6515,2471,3586,0,139,0,44173,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
46 - Jurister/økonomer,AC basisløntrin 6,7.0,33531,0,6890,3063,2925,439,762,0,47610,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
46 - Jurister/økonomer,AC basisløntrin 8,60.5,35571,0,7696,4450,4417,262,552,0,52947,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
49 - Magistre,LR 35 (u.åremål),16.5,46146,0,8724,74,3216,0,818,84,59063,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
49 - Magistre,LR 36 (u.åremål),7.6,49671,0,9650,99,5492,0,1075,122,66108,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
49 - Magistre,LR 37 (m.åremål),4.0,54722,0,13062,5163,3372,11971,5208,0,93499,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
49 - Magistre,"AC basisløntrin 4, 2-årigt",9.0,29192,0,5822,2921,1565,0,213,0,39713,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
49 - Magistre,AC basisløntrin 5,7.8,31461,0,6572,1339,3771,0,515,0,43658,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
49 - Magistre,AC basisløntrin 6,9.0,33531,0,6934,476,5446,64,650,0,47101,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
49 - Magistre,AC basisløntrin 8,70.5,35571,0,7812,657,7395,76,642,17,52168,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
54 - Maskinmestre,Trin 1,28.8,32863,0,7746,49,10880,238,624,79,52479,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
93 - Særligt aflønnede,Trin 0,4.0,38005,0,7468,3684,0,0,1646,0,50803,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
238 - IT-medarbejdere,"Løngruppe 3, Løntrin 1",6.0,33668,0,5729,0,3208,0,472,94,43172,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
240 - Kontorfunktionærer,Trin 1,8.5,28911,0,5052,878,444,1410,244,0,36938,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
240 - Kontorfunktionærer,Trin 3,3.4,17792,0,2515,73,0,0,0,0,20379,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
240 - Kontorfunktionærer,"Løngrp. 3, Hovedstad, Løntrin 1",4.9,30623,0,4931,0,896,0,257,26,36733,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
240 - Kontorfunktionærer,"Løngrp. 3, Provins, Løntrin 1",4.9,29697,0,4815,0,1048,0,343,20,35923,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
240 - Kontorfunktionærer,"Løngrp. 3, Hovedstad, Løntrin 2",11.6,32326,0,5372,63,2059,0,638,126,40584,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
240 - Kontorfunktionærer,"Løngrp. 3, Provins, Løntrin 2",21.7,31790,0,5273,25,1999,0,563,41,39691,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
240 - Kontorfunktionærer,"Løngrp. 3, Hovedstad, Løntrin 3",6.0,35143,0,5691,0,1477,0,500,1,42812,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
240 - Kontorfunktionærer,"Løngrp. 3, Provins, Løntrin 3",16.6,35143,0,5587,0,751,0,461,56,41999,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
240 - Kontorfunktionærer,"Løngrp. 3, Provins, Løntrin 4",5.0,37826,0,6089,0,1447,0,1083,96,46541,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
240 - Kontorfunktionærer,"Løngrp. 2, Provins, Sats II",4.8,28179,0,4795,0,1187,0,0,6,34168,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.21.01 - Arbejdstilsynet,Andet
44 - Ingeniører,AC basisløntrin 8,3.8,35571,0,8663,8545,5332,0,328,133,58572,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.21.02 - Det Nationale Forskningscenter for Arbejdsmiljø,Andet
46 - Jurister/økonomer,"AC basisløntrin 4, 2-årigt",9.2,28982,0,5621,3686,97,0,0,0,38386,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.21.02 - Det Nationale Forskningscenter for Arbejdsmiljø,Andet
46 - Jurister/økonomer,AC basisløntrin 8,13.0,35571,0,8172,6519,4634,0,288,36,55220,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.21.02 - Det Nationale Forskningscenter for Arbejdsmiljø,Andet
49 - Magistre,"AC basisløntrin 4, 2-årigt",12.6,28774,0,5560,3315,302,0,0,0,37950,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.21.02 - Det Nationale Forskningscenter for Arbejdsmiljø,Andet
49 - Magistre,AC basisløntrin 5,7.0,31461,0,6229,3807,0,0,286,0,41783,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.21.02 - Det Nationale Forskningscenter for Arbejdsmiljø,Andet
49 - Magistre,AC basisløntrin 6,6.0,33531,0,6618,4013,0,0,500,0,44663,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.21.02 - Det Nationale Forskningscenter for Arbejdsmiljø,Andet
49 - Magistre,AC basisløntrin 8,35.5,35571,0,8261,5662,5911,33,499,24,55961,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.21.02 - Det Nationale Forskningscenter for Arbejdsmiljø,Andet
553 - Ph.d. Stipendiater,AC basisløntrin 8,4.2,35571,0,6552,1525,1548,0,0,0,45195,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.21.02 - Det Nationale Forskningscenter for Arbejdsmiljø,Andet
46 - Jurister/økonomer,LR 35 (u.åremål),52.9,46188,0,8545,16,2608,0,798,9,58163,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.41.01 - Styrelsen for Arbejdsmarked og Rekruttering,Styrelse
46 - Jurister/økonomer,LR 36 (u.åremål),28.4,49733,0,9813,95,5795,0,1614,54,67104,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.41.01 - Styrelsen for Arbejdsmarked og Rekruttering,Styrelse
46 - Jurister/økonomer,LR 36 (pers.ledelse u.åremål),15.9,52706,0,10552,938,6900,0,2444,0,73539,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.41.01 - Styrelsen for Arbejdsmarked og Rekruttering,Styrelse
46 - Jurister/økonomer,LR 37 (m.åremål),12.0,54722,0,12934,4838,2254,12663,3854,0,91265,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.41.01 - Styrelsen for Arbejdsmarked og Rekruttering,Styrelse
46 - Jurister/økonomer,LR 37 (u.åremål),4.0,55400,0,13673,153,21203,0,4479,175,95082,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.41.01 - Styrelsen for Arbejdsmarked og Rekruttering,Styrelse
46 - Jurister/økonomer,"AC basisløntrin 4, 2-årigt",24.1,28957,0,5645,3649,642,0,166,1,39060,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.41.01 - Styrelsen for Arbejdsmarked og Rekruttering,Styrelse
46 - Jurister/økonomer,AC basisløntrin 5,12.0,31461,0,6248,3756,1402,0,431,0,43298,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.41.01 - Styrelsen for Arbejdsmarked og Rekruttering,Styrelse
46 - Jurister/økonomer,AC basisløntrin 6,10.0,33531,0,6814,4443,1910,0,475,0,47172,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.41.01 - Styrelsen for Arbejdsmarked og Rekruttering,Styrelse
46 - Jurister/økonomer,AC basisløntrin 8,51.9,35571,0,7801,5766,3369,47,511,17,53081,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.41.01 - Styrelsen for Arbejdsmarked og Rekruttering,Styrelse
49 - Magistre,LR 35 (u.åremål),11.0,46146,0,8685,75,3413,0,894,85,59299,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.41.01 - Styrelsen for Arbejdsmarked og Rekruttering,Styrelse
49 - Magistre,LR 36 (u.åremål),6.0,49671,0,9497,143,3619,0,2000,0,64931,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.41.01 - Styrelsen for Arbejdsmarked og Rekruttering,Styrelse
49 - Magistre,AC basisløntrin 5,7.0,31461,0,6322,3756,1605,0,286,0,43430,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.41.01 - Styrelsen for Arbejdsmarked og Rekruttering,Styrelse
49 - Magistre,AC basisløntrin 6,4.4,33531,0,7476,4288,1277,0,725,0,47298,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.41.01 - Styrelsen for Arbejdsmarked og Rekruttering,Styrelse
49 - Magistre,AC basisløntrin 8,16.9,35571,0,7493,4870,3609,0,378,0,51920,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.41.01 - Styrelsen for Arbejdsmarked og Rekruttering,Styrelse
63 - Arbejdsmarkedskonsulenter,Trin 5,11.0,34526,0,6587,186,4230,762,455,536,47282,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.41.01 - Styrelsen for Arbejdsmarked og Rekruttering,Styrelse
93 - Særligt aflønnede,Trin 0,7.0,44141,0,8608,4696,0,0,1012,283,58740,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.41.01 - Styrelsen for Arbejdsmarked og Rekruttering,Styrelse
240 - Kontorfunktionærer,Trin 1,5.1,27079,0,4048,0,342,0,566,37,32071,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.41.01 - Styrelsen for Arbejdsmarked og Rekruttering,Styrelse
240 - Kontorfunktionærer,Trin 2,3.6,20176,0,2462,19,0,0,0,49,22706,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.41.01 - Styrelsen for Arbejdsmarked og Rekruttering,Styrelse
240 - Kontorfunktionærer,Trin 3,6.1,19651,0,2294,137,0,0,81,52,22215,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.41.01 - Styrelsen for Arbejdsmarked og Rekruttering,Styrelse
240 - Kontorfunktionærer,"Løngrp. 3, Hovedstad, Løntrin 1",8.0,30623,0,5122,0,2204,0,188,15,38152,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.41.01 - Styrelsen for Arbejdsmarked og Rekruttering,Styrelse
240 - Kontorfunktionærer,"Løngrp. 3, Provins, Løntrin 1",8.9,29697,0,5121,303,2799,0,329,106,38355,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.41.01 - Styrelsen for Arbejdsmarked og Rekruttering,Styrelse
240 - Kontorfunktionærer,"Løngrp. 3, Hovedstad, Løntrin 2",7.8,32326,0,5930,112,5743,0,501,86,44700,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.41.01 - Styrelsen for Arbejdsmarked og Rekruttering,Styrelse
240 - Kontorfunktionærer,"Løngrp. 3, Provins, Løntrin 2",5.0,31790,0,5780,59,5363,0,583,105,43679,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.41.01 - Styrelsen for Arbejdsmarked og Rekruttering,Styrelse
46 - Jurister/økonomer,AC basisløntrin 8,8.0,35571,0,8530,0,13155,0,2287,0,59542,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.51.11 - Cabi,Andet
49 - Magistre,LR 36 (u.åremål),4.0,52314,0,10696,0,8225,851,3584,0,75671,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.51.11 - Cabi,Andet
49 - Magistre,AC basisløntrin 8,4.5,35570,0,8525,49,11652,886,2463,0,59146,"2024, 4. kvt.",§17 - Beskæftigelsesministeriet,§17.51.11 - Cabi,Andet
39 - Erhvervss.kandidater,LR 36 (u.åremål),4.0,49671,0,10587,0,11083,0,1667,0,73008,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.11.01 - Departementet,Departement
46 - Jurister/økonomer,LR 35 (u.åremål),20.1,45960,186,8445,0,2088,0,643,0,57323,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.11.01 - Departementet,Departement
46 - Jurister/økonomer,LR 36 (u.åremål),29.9,49401,286,9732,42,5281,0,1156,40,65939,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.11.01 - Departementet,Departement
46 - Jurister/økonomer,LR 36 (pers.ledelse u.åremål),5.0,52706,0,10874,0,9728,0,3375,0,76683,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.11.01 - Departementet,Departement
46 - Jurister/økonomer,LR 37 (m.åremål),9.0,54722,0,13360,11971,727,9550,4954,0,95284,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.11.01 - Departementet,Departement
46 - Jurister/økonomer,"AC basisløntrin 4, 2-årigt",18.6,29154,0,5841,3741,1114,0,246,0,40096,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.11.01 - Departementet,Departement
46 - Jurister/økonomer,AC basisløntrin 6,10.0,33531,0,6991,4288,3060,0,625,0,48495,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.11.01 - Departementet,Departement
46 - Jurister/økonomer,AC basisløntrin 8,11.0,35571,0,7542,4472,4110,0,568,0,52264,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.11.01 - Departementet,Departement
49 - Magistre,LR 35 (u.åremål),7.3,45637,543,9200,0,1822,0,624,-104,57722,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.11.01 - Departementet,Departement
49 - Magistre,LR 36 (u.åremål),5.0,49671,0,9302,0,3261,307,1167,0,63707,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.11.01 - Departementet,Departement
240 - Kontorfunktionærer,Trin 1,7.8,28310,0,4708,0,2702,190,531,0,36441,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.11.01 - Departementet,Departement
240 - Kontorfunktionærer,"Løngrp. 3, Hovedstad, Løntrin 2",9.0,32326,0,6538,1920,8023,0,556,117,49480,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.11.01 - Departementet,Departement
39 - Erhvervss.kandidater,LR 35 (u.åremål),4.0,46146,0,8297,0,1216,0,313,0,55972,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.11.06 - Uddannelses- og Forskningsstyrelsen,Styrelse
39 - Erhvervss.kandidater,AC basisløntrin 8,4.0,35571,0,7444,5616,2696,0,313,0,51638,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.11.06 - Uddannelses- og Forskningsstyrelsen,Styrelse
46 - Jurister/økonomer,LR 35 (u.åremål),54.8,46032,120,8636,43,2589,0,829,18,58267,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.11.06 - Uddannelses- og Forskningsstyrelsen,Styrelse
46 - Jurister/økonomer,LR 36 (u.åremål),38.6,49671,0,9645,233,5328,0,804,33,65713,"2024, 4. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.11.06 - Uddannelses- og Forskningsstyrelsen,Styrelse
