Personalekategori,Løntrin,Årsværk,Basisløn,Plustid,Pension,Faste/midl. tillæg (Centrale),Faste tillæg (Lokale),Midlert. tillæg (Lokale),Engangs-vederlag,Andre tillæg,Samlet løn,Periode,Ministerområde,Hovedkonto,Type
747 - Rengøringsassistenter,Trin 2,38.1,24429,0,4324,104,2516,1332,0,34,32739,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,"§19.25.01 - Faste uddannelsestilskud til erhvervsakademier, professionshøjskoler mv.",Andet
43 - Arkitekter,LR 37 (u.åremål),4.0,54244,0,12887,13792,2186,0,500,0,83609,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.28.07 - Arkitektskolen Aarhus,Andet
43 - Arkitekter,AC basisløntrin 8,48.6,36181,0,9435,6032,8892,28,445,0,61013,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.28.07 - Arkitektskolen Aarhus,Andet
49 - Magistre,LR 35 (u.åremål),4.7,46938,0,9264,80,3153,0,0,0,59435,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.28.07 - Arkitektskolen Aarhus,Andet
49 - Magistre,AC basisløntrin 8,4.3,36180,0,8476,5751,4966,170,643,0,56186,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.28.07 - Arkitektskolen Aarhus,Andet
179 - Håndværkere og Teknikere,"Provins, Løntrin 1",3.6,28951,0,6516,0,8502,599,0,0,44569,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.28.07 - Arkitektskolen Aarhus,Andet
240 - Kontorfunktionærer,"Løngrp. 3, Provins, Løntrin 3",3.9,35745,0,6429,80,3100,0,317,0,45672,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.28.07 - Arkitektskolen Aarhus,Andet
38 - Bibliotekarer,AC basisløntrin 7,5.5,34542,0,7466,59,5586,0,228,0,47882,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,"§19.28.08 - Det Kongelige Danske Kunstakademis Skoler for Arkitektur, Design og Konservering",Andet
43 - Arkitekter,LR 36 (pers.ledelse u.åremål),7.0,53609,0,12247,2301,10769,0,2560,0,81486,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,"§19.28.08 - Det Kongelige Danske Kunstakademis Skoler for Arkitektur, Design og Konservering",Andet
43 - Arkitekter,LR 37 (u.åremål),8.8,54243,0,11760,8320,903,491,710,0,76427,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,"§19.28.08 - Det Kongelige Danske Kunstakademis Skoler for Arkitektur, Design og Konservering",Andet
43 - Arkitekter,"AC basisløntrin 4, 2-årigt",5.6,29692,0,6390,3872,0,0,0,0,39954,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,"§19.28.08 - Det Kongelige Danske Kunstakademis Skoler for Arkitektur, Design og Konservering",Andet
43 - Arkitekter,AC basisløntrin 8,74.5,36195,0,8621,7258,2500,763,341,0,55678,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,"§19.28.08 - Det Kongelige Danske Kunstakademis Skoler for Arkitektur, Design og Konservering",Andet
44 - Ingeniører,AC basisløntrin 8,7.0,36181,0,7799,5466,609,0,179,0,50233,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,"§19.28.08 - Det Kongelige Danske Kunstakademis Skoler for Arkitektur, Design og Konservering",Andet
46 - Jurister/økonomer,LR 35 (u.åremål),7.0,46938,0,9064,0,2129,0,476,0,58608,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,"§19.28.08 - Det Kongelige Danske Kunstakademis Skoler for Arkitektur, Design og Konservering",Andet
46 - Jurister/økonomer,LR 36 (u.åremål),5.0,50522,0,9852,0,2904,0,0,0,63278,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,"§19.28.08 - Det Kongelige Danske Kunstakademis Skoler for Arkitektur, Design og Konservering",Andet
46 - Jurister/økonomer,LR 36 (pers.ledelse u.åremål),4.0,53609,0,11956,0,11462,0,2188,0,79215,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,"§19.28.08 - Det Kongelige Danske Kunstakademis Skoler for Arkitektur, Design og Konservering",Andet
46 - Jurister/økonomer,AC basisløntrin 8,3.8,36181,0,8341,5209,3247,1186,0,0,54163,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,"§19.28.08 - Det Kongelige Danske Kunstakademis Skoler for Arkitektur, Design og Konservering",Andet
49 - Magistre,LR 35 (u.åremål),8.2,46938,0,9041,47,1939,0,558,0,58523,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,"§19.28.08 - Det Kongelige Danske Kunstakademis Skoler for Arkitektur, Design og Konservering",Andet
49 - Magistre,LR 36 (pers.ledelse u.åremål),4.0,53609,0,12360,139,13554,0,2344,0,82006,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,"§19.28.08 - Det Kongelige Danske Kunstakademis Skoler for Arkitektur, Design og Konservering",Andet
49 - Magistre,AC basisløntrin 6,7.6,34106,0,7294,3481,2430,0,0,0,47312,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,"§19.28.08 - Det Kongelige Danske Kunstakademis Skoler for Arkitektur, Design og Konservering",Andet
49 - Magistre,AC basisløntrin 8,42.6,36181,0,8502,6224,3611,134,176,0,54828,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,"§19.28.08 - Det Kongelige Danske Kunstakademis Skoler for Arkitektur, Design og Konservering",Andet
93 - Særligt aflønnede,Trin 0,8.7,41475,0,8159,5839,1088,0,1575,0,58137,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,"§19.28.08 - Det Kongelige Danske Kunstakademis Skoler for Arkitektur, Design og Konservering",Andet
106 - Ekst lektor og UV-assistent,Trin 1,3.6,41376,0,155,0,0,0,0,0,41531,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,"§19.28.08 - Det Kongelige Danske Kunstakademis Skoler for Arkitektur, Design og Konservering",Andet
179 - Håndværkere og Teknikere,Trin 1,11.1,30070,0,6469,3211,4275,88,150,20,44283,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,"§19.28.08 - Det Kongelige Danske Kunstakademis Skoler for Arkitektur, Design og Konservering",Andet
179 - Håndværkere og Teknikere,"Hovedstad, Løntrin 1",4.1,30316,0,6413,0,7040,0,1028,0,44797,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,"§19.28.08 - Det Kongelige Danske Kunstakademis Skoler for Arkitektur, Design og Konservering",Andet
239 - IT-medarbejdere,"Løngruppe 2, Løntrin 5",4.5,32771,0,7068,321,7346,0,0,0,47506,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,"§19.28.08 - Det Kongelige Danske Kunstakademis Skoler for Arkitektur, Design og Konservering",Andet
240 - Kontorfunktionærer,"Løngrp. 3, Hovedstad, Løntrin 1",12.5,31148,0,6096,120,5867,0,100,0,43331,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,"§19.28.08 - Det Kongelige Danske Kunstakademis Skoler for Arkitektur, Design og Konservering",Andet
240 - Kontorfunktionærer,"Løngrp. 3, Hovedstad, Løntrin 2",4.9,32880,0,6402,120,5747,0,255,192,45596,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,"§19.28.08 - Det Kongelige Danske Kunstakademis Skoler for Arkitektur, Design og Konservering",Andet
553 - Ph.d. Stipendiater,AC basisløntrin 6,3.7,34106,0,6361,1551,0,0,0,0,42018,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,"§19.28.08 - Det Kongelige Danske Kunstakademis Skoler for Arkitektur, Design og Konservering",Andet
553 - Ph.d. Stipendiater,AC basisløntrin 8,11.8,36181,0,6803,1551,318,0,0,0,44853,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,"§19.28.08 - Det Kongelige Danske Kunstakademis Skoler for Arkitektur, Design og Konservering",Andet
747 - Rengøringsassistenter,Trin 2,5.0,25097,0,4228,45,1722,0,0,0,31092,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,"§19.28.08 - Det Kongelige Danske Kunstakademis Skoler for Arkitektur, Design og Konservering",Andet
43 - Arkitekter,AC basisløntrin 8,30.6,36180,0,8369,6553,2041,384,41,0,53568,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.28.25 - Designskolen Kolding,Andet
49 - Magistre,AC basisløntrin 8,7.9,36181,0,8746,7896,3653,689,0,0,57165,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.28.25 - Designskolen Kolding,Andet
240 - Kontorfunktionærer,"Løngrp. 2, Provins, Sats II",6.5,28662,0,5830,83,6092,264,0,0,40932,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.28.25 - Designskolen Kolding,Andet
553 - Ph.d. Stipendiater,AC basisløntrin 8,4.3,36181,0,7032,1551,1559,0,0,0,46322,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.28.25 - Designskolen Kolding,Andet
44 - Ingeniører,AC basisløntrin 8,64.1,36207,0,9399,7579,4267,2903,50,0,60407,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
46 - Jurister/økonomer,LR 35 (u.åremål),4.0,46938,0,9809,113,5045,1093,500,0,63498,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
46 - Jurister/økonomer,AC basisløntrin 8,17.0,36945,0,9366,6555,4578,3260,118,0,60822,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
49 - Magistre,AC basisløntrin 5,3.3,32001,0,6725,105,3727,261,0,0,42819,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
49 - Magistre,AC basisløntrin 6,3.4,34106,0,7663,3489,4541,282,1032,0,51113,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
49 - Magistre,AC basisløntrin 8,26.3,36180,0,8159,3751,4175,248,40,0,52552,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
54 - Maskinmestre,Trin 1,103.9,33624,0,9211,7925,6020,2313,54,0,59147,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
66 - Lærere Maritime uddannelser,Trin 3,4.0,28494,0,6582,2823,3550,0,0,0,41448,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
66 - Lærere Maritime uddannelser,Trin 7,63.3,32482,0,8046,3626,5944,333,102,88,50622,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
93 - Særligt aflønnede,Trin 0,23.6,43546,0,6989,5454,0,0,0,62,56052,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
179 - Håndværkere og Teknikere,"Provins, Løntrin 1",6.3,28951,0,6087,12,6408,0,37,0,41495,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
211 - Tjenestemandslignende,Trin 7,5.4,32136,0,4749,4107,7547,216,0,0,48754,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
238 - IT-medarbejdere,"Løngruppe 3, Løntrin 1",4.0,34245,0,6737,0,7393,169,88,7,48638,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
240 - Kontorfunktionærer,"Løngrp. 3, Provins, Løntrin 1",24.3,30206,0,6054,168,6049,203,41,0,42721,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
240 - Kontorfunktionærer,"Løngrp. 3, Provins, Løntrin 2",5.7,32335,0,5708,0,1946,96,41,0,40125,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
240 - Kontorfunktionærer,"Løngrp. 3, Provins, Løntrin 3",4.0,35746,0,7307,0,8464,220,0,0,51737,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
248 - Specialarbejdere m.fl.,Trin 2,5.8,24412,0,4406,39,3469,0,0,137,32464,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
248 - Specialarbejdere m.fl.,"Løngrp. 4, Løntrin 1",4.0,28366,0,5433,1310,5221,0,417,0,40746,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
258 - Kokke og kogersker,Trin 1,4.0,26875,0,4850,0,4128,0,185,552,36590,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
266 - Køkkenpersonale,Trin 1,6.8,26039,0,5390,0,2104,0,123,73,33728,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
286 - Ledere og Lærere,Trin 5,22.7,36181,0,8700,6367,4604,60,106,35,56052,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
"572 - Chefer, UFO (Akademikerne)",LR 35 (u.åremål),18.0,51530,0,10706,26,3739,0,0,0,66001,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
"573 - Chefer, UFO (CO10)",Trin 1,7.0,48109,0,11504,0,11326,0,417,0,71356,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
590 - Hovmestre og kokke,Trin 1,4.2,27094,0,3391,20719,0,0,0,471,51676,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
594 - Skibsassistenter,Trin 1,4.8,20321,0,1572,17864,299,0,0,353,40408,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
640 - Ledere ved en række udd.inst.,Trin 1,4.0,44102,0,12018,4065,13004,2480,938,0,76607,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.29.03 - Maritime grunduddannelser,Andet
49 - Magistre,LR 36 (u.åremål),3.5,50765,0,10113,3298,766,0,1506,0,66449,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.35.24 - Studenterrådgivningen,Andet
49 - Magistre,AC basisløntrin 5,6.2,31535,0,6215,0,810,1838,699,0,41098,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.35.24 - Studenterrådgivningen,Andet
49 - Magistre,AC basisløntrin 6,4.8,34106,0,7037,0,560,3138,1074,0,45915,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.35.24 - Studenterrådgivningen,Andet
49 - Magistre,AC basisløntrin 8,81.8,36181,0,7864,133,5451,496,794,0,50919,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.35.24 - Studenterrådgivningen,Andet
193 - Socialrådgivere,Trin 1,34.5,35744,0,7856,24,5261,0,1340,0,50225,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.35.24 - Studenterrådgivningen,Andet
46 - Jurister/økonomer,AC basisløntrin 8,9.0,36180,0,8003,4961,3490,0,339,0,52973,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.35.26 - Studievalg Danmark,Andet
49 - Magistre,LR 36 (pers.ledelse u.åremål),5.0,53609,0,11244,484,7039,0,542,0,72918,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.35.26 - Studievalg Danmark,Andet
49 - Magistre,AC basisløntrin 8,28.5,36180,0,7975,4309,3600,214,423,0,52701,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.35.26 - Studievalg Danmark,Andet
143 - Vejledere,Trin 3,13.6,35913,0,8388,2598,5885,0,487,0,53272,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.35.26 - Studievalg Danmark,Andet
46 - Jurister/økonomer,LR 35 (u.åremål),7.9,46937,0,9098,0,2307,0,535,0,58876,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.44.02 - Danmarks Innovationsfonds sekretariat,Andet
46 - Jurister/økonomer,LR 36 (pers.ledelse u.åremål),4.0,53609,0,11681,0,9936,0,250,0,75476,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.44.02 - Danmarks Innovationsfonds sekretariat,Andet
46 - Jurister/økonomer,AC basisløntrin 8,7.8,36181,0,7825,4722,2736,0,341,0,51805,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.44.02 - Danmarks Innovationsfonds sekretariat,Andet
49 - Magistre,LR 35 (u.åremål),7.0,46938,0,9106,0,2358,0,143,0,58545,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.44.02 - Danmarks Innovationsfonds sekretariat,Andet
49 - Magistre,LR 36 (pers.ledelse u.åremål),4.0,53609,0,11493,0,8896,0,1563,0,75560,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.44.02 - Danmarks Innovationsfonds sekretariat,Andet
49 - Magistre,AC basisløntrin 8,6.9,36181,0,7755,4660,2396,0,534,0,51525,"2026, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.44.02 - Danmarks Innovationsfonds sekretariat,Andet
46 - Jurister/økonomer,LR 35 (u.åremål),38.4,46938,0,9558,2091,2511,0,1476,0,62574,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.01 - Departementet,Departement
46 - Jurister/økonomer,LR 36 (u.åremål),30.4,50522,0,11058,2047,6921,116,2194,0,72859,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.01 - Departementet,Departement
46 - Jurister/økonomer,LR 36 (pers.ledelse u.åremål),3.8,53609,0,11551,0,5381,0,2874,0,73415,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.01 - Departementet,Departement
46 - Jurister/økonomer,LR 37 (m.åremål),12.0,56605,0,15147,15112,0,11009,6528,0,104401,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.01 - Departementet,Departement
46 - Jurister/økonomer,LR 39 (m.åremål),4.0,82991,0,20327,3612,4476,20315,15833,0,147554,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.01 - Departementet,Departement
46 - Jurister/økonomer,"AC basisløntrin 4, 2-årigt",22.4,29692,0,6092,3751,335,0,279,0,40149,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.01 - Departementet,Departement
46 - Jurister/økonomer,AC basisløntrin 5,9.3,32001,0,7084,3878,970,0,1477,0,45410,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.01 - Departementet,Departement
46 - Jurister/økonomer,AC basisløntrin 6,8.0,34106,0,7673,5646,2960,0,1823,0,52209,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.01 - Departementet,Departement
46 - Jurister/økonomer,AC basisløntrin 8,16.6,36181,0,7924,4708,3296,0,1579,0,53688,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.01 - Departementet,Departement
49 - Magistre,LR 35 (u.åremål),6.0,46938,0,9635,2082,3206,0,1458,0,63319,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.01 - Departementet,Departement
49 - Magistre,LR 36 (u.åremål),6.0,50522,0,10681,2082,5408,0,1528,0,70221,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.01 - Departementet,Departement
49 - Magistre,AC basisløntrin 8,5.0,36181,0,8241,4990,4877,0,1633,0,55922,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.01 - Departementet,Departement
240 - Kontorfunktionærer,Trin 1,6.5,30262,0,5153,0,951,0,385,0,36751,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.01 - Departementet,Departement
240 - Kontorfunktionærer,Trin 4,4.4,18075,0,3039,0,0,0,0,0,21114,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.01 - Departementet,Departement
240 - Kontorfunktionærer,"Løngrp. 3, Hovedstad, Løntrin 3",6.0,35746,0,7478,2701,7053,0,611,0,53589,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.01 - Departementet,Departement
46 - Jurister/økonomer,LR 35 (u.åremål),36.3,46833,110,9073,12,1490,0,735,0,58252,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.31 - Styrelsen for Undervisning og Kvalitet,Styrelse
46 - Jurister/økonomer,LR 36 (u.åremål),28.5,50522,0,10440,97,5967,73,1492,0,68591,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.31 - Styrelsen for Undervisning og Kvalitet,Styrelse
46 - Jurister/økonomer,LR 36 (pers.ledelse u.åremål),16.0,53609,0,11117,34,6785,0,2917,0,74463,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.31 - Styrelsen for Undervisning og Kvalitet,Styrelse
46 - Jurister/økonomer,LR 37 (m.åremål),12.0,56605,0,13994,10161,0,9581,4097,0,94438,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.31 - Styrelsen for Undervisning og Kvalitet,Styrelse
46 - Jurister/økonomer,"AC basisløntrin 4, 2-årigt",19.8,29692,0,6054,3848,43,0,126,0,39763,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.31 - Styrelsen for Undervisning og Kvalitet,Styrelse
46 - Jurister/økonomer,AC basisløntrin 5,11.0,32001,0,6551,3820,517,0,705,0,43594,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.31 - Styrelsen for Undervisning og Kvalitet,Styrelse
46 - Jurister/økonomer,AC basisløntrin 6,13.8,33771,335,7071,4287,944,0,672,0,47080,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.31 - Styrelsen for Undervisning og Kvalitet,Styrelse
46 - Jurister/økonomer,AC basisløntrin 8,29.9,36181,0,7956,5454,2841,0,248,0,52680,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.31 - Styrelsen for Undervisning og Kvalitet,Styrelse
49 - Magistre,LR 35 (u.åremål),19.0,46938,0,9539,20,2800,0,724,0,60020,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.31 - Styrelsen for Undervisning og Kvalitet,Styrelse
49 - Magistre,LR 36 (u.åremål),7.8,50522,0,9931,59,3256,0,2253,0,66021,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.31 - Styrelsen for Undervisning og Kvalitet,Styrelse
49 - Magistre,LR 36 (pers.ledelse u.åremål),6.0,53609,0,11067,0,6537,0,3056,0,74269,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.31 - Styrelsen for Undervisning og Kvalitet,Styrelse
49 - Magistre,"AC basisløntrin 4, 2-årigt",7.0,29692,0,6041,3820,0,0,179,0,39732,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.31 - Styrelsen for Undervisning og Kvalitet,Styrelse
49 - Magistre,AC basisløntrin 5,5.4,32001,0,7286,3921,675,0,941,0,44823,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.31 - Styrelsen for Undervisning og Kvalitet,Styrelse
49 - Magistre,AC basisløntrin 6,7.0,34106,0,7007,4362,558,0,429,0,46461,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.31 - Styrelsen for Undervisning og Kvalitet,Styrelse
49 - Magistre,AC basisløntrin 8,19.7,36181,0,8044,5104,2152,0,565,0,52046,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.31 - Styrelsen for Undervisning og Kvalitet,Styrelse
118 - Konsulenter,Trin 1,22.6,45091,0,8859,1086,3297,0,509,63,58904,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.31 - Styrelsen for Undervisning og Kvalitet,Styrelse
"120 - Konsulenter, AC",Trin 1,8.0,46882,0,9032,662,4640,0,417,0,61633,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.31 - Styrelsen for Undervisning og Kvalitet,Styrelse
240 - Kontorfunktionærer,"Løngrp. 3, Hovedstad, Løntrin 1",6.0,31148,0,5698,98,3128,0,500,26,40598,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.31 - Styrelsen for Undervisning og Kvalitet,Styrelse
240 - Kontorfunktionærer,"Løngrp. 3, Hovedstad, Løntrin 2",11.0,32881,0,6324,172,5236,0,455,1,45068,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.31 - Styrelsen for Undervisning og Kvalitet,Styrelse
240 - Kontorfunktionærer,"Løngrp. 3, Provins, Løntrin 2",7.0,32335,0,5917,119,3287,0,357,0,42014,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.31 - Styrelsen for Undervisning og Kvalitet,Styrelse
240 - Kontorfunktionærer,"Løngrp. 3, Hovedstad, Løntrin 3",7.8,35746,0,7004,126,6031,602,953,37,50499,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.31 - Styrelsen for Undervisning og Kvalitet,Styrelse
240 - Kontorfunktionærer,"Løngrp. 3, Provins, Løntrin 3",4.8,35746,0,6596,179,4009,0,417,92,47038,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.31 - Styrelsen for Undervisning og Kvalitet,Styrelse
44 - Ingeniører,LR 35 (u.åremål),5.0,46938,0,9531,81,3645,985,1083,0,62263,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
44 - Ingeniører,AC basisløntrin 8,5.9,36181,0,8562,137,9943,431,497,0,55752,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
46 - Jurister/økonomer,LR 35 (u.åremål),23.9,46938,0,9148,17,2481,0,610,0,59194,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
46 - Jurister/økonomer,LR 36 (u.åremål),26.2,50314,253,10910,712,7809,47,1144,0,71190,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
46 - Jurister/økonomer,LR 36 (pers.ledelse u.åremål),4.0,53609,0,11045,0,6418,0,938,0,72009,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
46 - Jurister/økonomer,LR 37 (m.åremål),4.0,56605,0,14112,8073,2420,9905,4063,0,95178,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
46 - Jurister/økonomer,AC basisløntrin 5,4.0,32001,0,6673,3956,1096,0,417,0,44142,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.11.32 - Styrelsen for It og Læring,Styrelse
