Personalekategori,Klasse/Lønramme,Løntrin,Årsværk,Basisløn,Plustid,Pension,Faste/midl. tillæg (Centrale),Faste tillæg (Lokale),Midlert. tillæg (Lokale),Engangs-vederlag,Andre tillæg,Samlet løn,Periode,Ministerområde,Hovedkonto,Type
88 - Lærere ved Gymnasieskoler,51 - Magistre,Løntrin 5,5931.0,36164,24,9387,8718,5490,513,114,51,60461,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
88 - Lærere ved Gymnasieskoler,52 - Cand.phil./Cand.interpret,Trin 3,7.6,36181,0,9519,8402,6189,1157,59,44,61551,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
88 - Lærere ved Gymnasieskoler,52 - Cand.phil./Cand.interpret,Trin 5,6.5,36180,0,10175,8977,7749,0,0,64,63145,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
88 - Lærere ved Gymnasieskoler,55 - Vikarer (magistre),Trin 1,30.7,29692,0,6452,4554,688,0,102,67,41554,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
88 - Lærere ved Gymnasieskoler,55 - Vikarer (magistre),Trin 2,9.8,30354,0,6763,5719,574,0,93,5,43508,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
88 - Lærere ved Gymnasieskoler,55 - Vikarer (magistre),Trin 3,35.4,35074,0,8423,7171,2315,0,99,34,53115,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
88 - Lærere ved Gymnasieskoler,55 - Vikarer (magistre),Trin 4,4.9,36180,0,7870,6354,1923,0,136,255,52718,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
88 - Lærere ved Gymnasieskoler,55 - Vikarer (magistre),Trin 5,92.2,36180,0,8961,8197,4378,0,10,109,57835,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
88 - Lærere ved Gymnasieskoler,62 - Pædagogisk faglig koordinator,Trin 1,72.8,47884,0,10268,630,6785,608,410,26,66612,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
89 - Magistre,56 - Magistre,AC basisløntrin 8,21.9,36180,0,9410,7360,7111,343,0,0,60405,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
93 - Særligt aflønnede,0 - Ingen klasse,Trin 0,39.0,28428,0,3982,1522,929,403,26,1080,36369,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
93 - Særligt aflønnede,0 - Ingen klasse,Trin 1,8.0,33603,0,7034,103,8961,0,1209,83,50993,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
"177 - Lærere og ledere, kommunal afl",67 - Lærere m.fl.,Trin 31,4.8,32481,0,8351,0,7308,2771,0,0,50911,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
179 - Håndværkere og Teknikere,56 - Håndværker Dansk Metal,"Provins, Løntrin 1",10.0,28951,0,6256,154,7030,209,83,234,42917,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
193 - Socialrådgivere,"57 - Socialrådgivere, basisstilling",Løntrin 2,5.3,31880,0,7181,0,4571,579,0,1741,45953,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
201 - Tjenestemænd,38 - Tjenestemænd LR 38,Trin 1,7.0,61719,0,11606,9039,3507,0,10638,0,96509,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
206 - Tjenestemandslignende,69 - Lærere basisløntrin 01-07,Basisløntrin 7,11.8,32136,0,8330,4084,7728,139,0,8,52425,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
221 - Køkkenmedhjælpere,55 - Køkkenmedhjælpere i provinsen,Trin 1,8.7,23531,0,3478,0,1187,74,0,14,28284,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
221 - Køkkenmedhjælpere,55 - Køkkenmedhjælpere i provinsen,Trin 2,24.6,24468,0,4765,242,3252,101,51,75,32954,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
221 - Køkkenmedhjælpere,57 - Serviceassistenter,Trin 1,3.6,25335,0,4027,0,2593,0,0,163,32119,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
238 - IT-medarbejdere,51 - IT-medarbejdere - løngruppe 2,"Løngruppe 2, Løntrin 5",6.8,32771,0,6077,101,4219,0,0,20,43188,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
238 - IT-medarbejdere,55 - IT-medarbejdere - løngruppe 3,"Løngruppe 3, Løntrin 1",9.0,34245,0,7040,156,7452,911,0,6,49811,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
238 - IT-medarbejdere,56 - IT-medarbejdere - løngruppe 4,"Løngruppe 4, Løntrin 1",5.9,35745,0,7322,201,8681,0,0,1,51951,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
239 - IT-medarbejdere,"51 - IT-medarbejdere,løngruppe 2","Løngruppe 2, Løntrin 5",18.7,32771,0,6548,33,4030,1020,117,0,44520,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
239 - IT-medarbejdere,52 - IT-medarbejdere.løngruppe 3,"Løngruppe 3, Løntrin 1",16.3,34245,0,7680,175,7993,2232,112,0,52436,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
239 - IT-medarbejdere,"53 - IT-medarbejdere, løngruppe 4","Løngruppe 4, Løntrin 1",12.5,35745,0,7946,0,8908,1864,0,0,54463,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
240 - Kontorfunktionærer,70 - Løngrp1:Hovedst u.erhv.udd.,"Løngrp. 1, Hovedstad, Løntrin 1",6.8,24255,0,3723,0,206,0,91,20,28294,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
240 - Kontorfunktionærer,71 - Løngrp1:Provins u.erhv.udd.,"Løngrp. 1, Provins, Løntrin 1",12.8,24811,0,4430,0,2437,282,0,42,32002,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
240 - Kontorfunktionærer,76 - Løngruppe 3 - hovedstad,"Løngrp. 3, Hovedstad, Løntrin 1",35.2,31824,0,6632,80,7626,320,229,10,46721,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
240 - Kontorfunktionærer,76 - Løngruppe 3 - hovedstad,"Løngrp. 3, Hovedstad, Løntrin 2",53.9,32882,0,6937,121,8465,808,380,3,49596,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
240 - Kontorfunktionærer,76 - Løngruppe 3 - hovedstad,"Løngrp. 3, Hovedstad, Løntrin 3",10.5,35745,0,7532,944,6669,2441,509,12,53852,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
240 - Kontorfunktionærer,76 - Løngruppe 3 - hovedstad,"Løngrp. 3, Hovedstad, Løntrin 4",6.0,38483,0,7506,175,6911,168,0,0,53244,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
240 - Kontorfunktionærer,77 - Løngruppe 3 - provins,"Løngrp. 3, Provins, Løntrin 1",192.1,32808,0,6656,346,7075,344,139,37,47406,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
240 - Kontorfunktionærer,77 - Løngruppe 3 - provins,"Løngrp. 3, Provins, Løntrin 2",17.4,32083,360,7666,186,7667,3380,384,0,51726,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
240 - Kontorfunktionærer,77 - Løngruppe 3 - provins,"Løngrp. 3, Provins, Løntrin 3",6.8,35746,0,7418,38,7279,2034,98,399,53011,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
240 - Kontorfunktionærer,77 - Løngruppe 3 - provins,"Løngrp. 3, Provins, Løntrin 4",3.8,38474,0,8411,133,12005,704,219,0,59947,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
240 - Kontorfunktionærer,88 - Løngruppe 2 - hovedstad,"Løngrp. 2, Hovedstad, Sats I",8.7,28430,0,5914,42,6835,251,204,8,41684,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
240 - Kontorfunktionærer,88 - Løngruppe 2 - hovedstad,"Løngrp. 2, Hovedstad, Sats II",18.9,29746,0,6631,39,10046,273,153,0,46889,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
240 - Kontorfunktionærer,89 - Løngruppe 2 - provins,"Løngrp. 2, Provins, Sats I",42.9,28339,0,6048,273,8026,23,58,19,42786,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
240 - Kontorfunktionærer,89 - Løngruppe 2 - provins,"Løngrp. 2, Provins, Sats II",6.3,28662,0,6119,333,6083,1794,26,14,43030,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
240 - Kontorfunktionærer,91 - Løngruppe 4,Trin 1,10.1,47439,0,9227,74,8708,219,580,7,66253,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
247 - Rengøringsassistenter,"57 - Løngruppe 1, Hovedstad",Trin 2,12.0,25098,0,4473,331,2652,333,209,1254,34350,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
247 - Rengøringsassistenter,"58 - LØngruppe 1, Provinsen",Trin 1,4.4,23727,0,4105,0,2031,825,0,963,31651,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
247 - Rengøringsassistenter,"58 - LØngruppe 1, Provinsen",Trin 2,33.3,24413,0,4388,160,2414,1197,23,1540,34135,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
248 - Specialarbejdere m.fl.,56 - Løngruppe 3,"Løngrp. 3, Løntrin 1",117.7,26268,92,6284,1019,12479,1201,128,380,47851,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
248 - Specialarbejdere m.fl.,57 - Løngruppe 2,"Løngrp. 4, Løntrin 1",39.2,28365,0,5995,954,9235,556,78,292,45476,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
248 - Specialarbejdere m.fl.,"70 - Løngruppe 1, Hovedstaden",Trin 1,4.4,24329,0,4088,938,2737,0,0,38,32131,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
248 - Specialarbejdere m.fl.,"70 - Løngruppe 1, Hovedstaden",Trin 2,37.4,25084,69,5331,520,8120,608,92,693,40516,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
248 - Specialarbejdere m.fl.,71 - Løngruppe 1. Provinsen,Trin 1,7.9,23747,0,4317,1734,2730,0,0,262,32790,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
248 - Specialarbejdere m.fl.,71 - Løngruppe 1. Provinsen,Trin 2,83.2,24420,0,5137,378,7634,840,106,684,39199,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
258 - Kokke og kogersker,"55 - Kokke, Provinsen",Trin 1,30.5,27887,0,5265,12,4903,827,0,622,39515,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
258 - Kokke og kogersker,57 - Koge-og Smørrebrødsjomfruer,Trin 1,7.3,25841,0,4572,0,2823,226,115,187,33764,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
265 - Kantineledere,53 - Løngruppe 01,Trin 1,15.0,26044,0,5786,128,8406,0,56,121,40540,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
266 - Køkkenpersonale,71 - Køkkenled. > 15.000 kostd. pro,Trin 1,4.6,28406,0,8654,1955,7791,0,0,393,47200,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
266 - Køkkenpersonale,78 - Køkkenledere,Trin 1,9.1,27585,0,7394,33,9660,1428,0,80,46180,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
266 - Køkkenpersonale,"81 - Ernæringsassistenter, provins",Trin 1,32.2,25841,0,5729,38,3420,714,4,401,36147,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
291 - Sanitører,"67 - Sanitører, provins",Trin 2,3.5,24412,0,4823,135,6110,153,55,933,36621,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
296 - Sanitører,57 - Skolesanitører,Trin 2,3.3,24411,0,4221,887,1735,0,127,1308,32690,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
"575 - Chefer, UVM (Akademikerne)",51 - Øvrige chefer (Niveau 4),Trin 1,26.0,50778,0,10936,6244,685,0,221,184,69047,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
"575 - Chefer, UVM (Akademikerne)",51 - Øvrige chefer (Niveau 4),Trin 2,24.9,61049,0,12443,4380,583,0,298,179,78932,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
"575 - Chefer, UVM (Akademikerne)",51 - Øvrige chefer (Niveau 4),Trin 3,3.0,63903,0,12627,0,1616,0,0,83,78230,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
"575 - Chefer, UVM (Akademikerne)",51 - Øvrige chefer (Niveau 4),Trin 4,4.0,57334,0,13097,9721,0,0,717,0,80868,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
"575 - Chefer, UVM (Akademikerne)",51 - Øvrige chefer (Niveau 4),Trin 6,3.0,60821,0,10886,850,0,0,0,0,72556,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
"575 - Chefer, UVM (Akademikerne)",51 - Øvrige chefer (Niveau 4),LR 35 (u.åremål),18.0,61169,0,11990,0,1262,0,56,12,74488,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
"575 - Chefer, UVM (Akademikerne)",52 - Øvrige chefer (Niveau 3),Trin 1,40.5,55811,0,11999,7147,536,0,94,94,75681,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
"575 - Chefer, UVM (Akademikerne)",52 - Øvrige chefer (Niveau 3),Trin 2,145.8,64094,0,12567,1478,441,0,615,30,79225,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
"575 - Chefer, UVM (Akademikerne)",52 - Øvrige chefer (Niveau 3),LR 35 (u.åremål),30.0,60942,0,11852,66,874,0,654,6,74393,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
"575 - Chefer, UVM (Akademikerne)",53 - Øvrige chefer (Niveau 2),Trin 1,6.0,62327,0,12922,4151,1355,0,0,263,81018,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
"575 - Chefer, UVM (Akademikerne)",53 - Øvrige chefer (Niveau 2),Trin 2,69.9,67795,0,13568,2767,765,0,522,75,85492,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
"575 - Chefer, UVM (Akademikerne)",53 - Øvrige chefer (Niveau 2),Trin 3,7.0,61908,0,13161,7546,1556,0,1309,71,85552,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
"575 - Chefer, UVM (Akademikerne)",53 - Øvrige chefer (Niveau 2),LR 37 (u.åremål),10.0,75136,0,14360,0,0,0,333,0,89829,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
"575 - Chefer, UVM (Akademikerne)",54 - Øverste chef (Niveau 1),Trin 1,5.9,63393,0,12992,3867,681,0,0,0,80933,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
"575 - Chefer, UVM (Akademikerne)",54 - Øverste chef (Niveau 1),Trin 3,22.9,76853,0,15342,2134,722,0,181,4,95236,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
"575 - Chefer, UVM (Akademikerne)",54 - Øverste chef (Niveau 1),Trin 4,23.0,82182,0,15735,1250,733,0,363,227,100490,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
"575 - Chefer, UVM (Akademikerne)",54 - Øverste chef (Niveau 1),LR 37 (u.åremål),20.0,78596,0,15119,32,0,0,263,0,94010,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
"575 - Chefer, UVM (Akademikerne)",54 - Øverste chef (Niveau 1),LR 38 (u.åremål),35.0,85620,0,15812,81,123,11,196,0,101844,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
"620 - Lærere ved  AVU , FVU mm",55 - Lærere - Provinsen,"Provins, Basisløntrin 04",13.4,36700,0,8825,2504,3913,181,0,138,52262,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
623 - Pædagogiske ledere,51 - Stillingsgruppe 1,Trin 1,14.0,51858,0,12095,236,12220,1527,1516,12,79464,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
693 - Særl.afløn.timeløn,0 - Ingen klasse,Trin 0,3.3,22977,0,1199,0,250,0,384,843,25653,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
747 - Rengøringsassistenter,61 - Løngruppe 2,Trin 1,15.9,25968,0,4503,57,3227,0,62,555,34372,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
747 - Rengøringsassistenter,"64 - Løngruppe 1, skoler. Provinsen",Trin 2,22.3,24411,0,4342,255,3373,104,0,802,33288,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
747 - Rengøringsassistenter,"66 - Løngruppe 1, skoler. Provins",Trin 1,6.7,23835,0,3858,42,319,0,0,1023,29078,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
747 - Rengøringsassistenter,"66 - Løngruppe 1, skoler. Provins",Trin 2,97.9,24411,0,4220,168,2098,0,58,931,31885,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
747 - Rengøringsassistenter,67 - Rengøringsteknikere,Trin 1,3.1,25472,0,5012,1418,4422,0,566,417,37307,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
88 - Lærere ved Gymnasieskoler,51 - Magistre,Løntrin 5,41.1,36181,0,9445,8977,5542,1226,0,38,61408,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.51 - Sorø Akademis Skole,Andet
258 - Kokke og kogersker,"55 - Kokke, Provinsen",Trin 1,5.4,27886,0,4975,0,3635,557,355,0,37408,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.51 - Sorø Akademis Skole,Andet
88 - Lærere ved Gymnasieskoler,51 - Magistre,Løntrin 2,21.8,29486,0,6713,4601,566,170,49,236,41820,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,"§20.43.01 - Private gymnasier, studenterkurser og hf-kurser",Andet
88 - Lærere ved Gymnasieskoler,51 - Magistre,Løntrin 3,25.6,34551,0,7392,5773,1099,429,100,2,49347,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,"§20.43.01 - Private gymnasier, studenterkurser og hf-kurser",Andet
88 - Lærere ved Gymnasieskoler,51 - Magistre,Løntrin 5,278.9,36735,0,9091,7114,5039,1083,180,36,59278,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,"§20.43.01 - Private gymnasier, studenterkurser og hf-kurser",Andet
88 - Lærere ved Gymnasieskoler,52 - Cand.phil./Cand.interpret,Trin 3,10.6,35551,0,10338,10727,8951,4540,0,79,70185,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,"§20.43.01 - Private gymnasier, studenterkurser og hf-kurser",Andet
88 - Lærere ved Gymnasieskoler,53 - Ledende Inspektor,Trin 1,4.0,43377,0,5425,9813,3636,63,818,0,63131,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,"§20.43.01 - Private gymnasier, studenterkurser og hf-kurser",Andet
238 - IT-medarbejdere,51 - IT-medarbejdere - løngruppe 2,"Løngruppe 2, Løntrin 5",23.4,32772,0,5984,103,2866,138,21,2,41888,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,"§20.43.01 - Private gymnasier, studenterkurser og hf-kurser",Andet
238 - IT-medarbejdere,55 - IT-medarbejdere - løngruppe 3,"Løngruppe 3, Løntrin 1",15.0,34245,0,6585,140,4591,963,33,33,46590,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,"§20.43.01 - Private gymnasier, studenterkurser og hf-kurser",Andet
"575 - Chefer, UVM (Akademikerne)",53 - Øvrige chefer (Niveau 2),Trin 1,3.0,45581,0,10436,1728,9329,0,0,0,67073,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,"§20.43.01 - Private gymnasier, studenterkurser og hf-kurser",Andet
"575 - Chefer, UVM (Akademikerne)",54 - Øverste chef (Niveau 1),Trin 3,11.0,63376,0,12869,101,6165,0,0,0,82512,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,"§20.43.01 - Private gymnasier, studenterkurser og hf-kurser",Andet
"575 - Chefer, UVM (Akademikerne)",54 - Øverste chef (Niveau 1),Trin 4,4.8,67436,0,12409,0,131,0,877,0,80852,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,"§20.43.01 - Private gymnasier, studenterkurser og hf-kurser",Andet
623 - Pædagogiske ledere,51 - Stillingsgruppe 1,Trin 1,12.0,52133,0,13602,1141,10250,0,625,0,77751,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,"§20.43.01 - Private gymnasier, studenterkurser og hf-kurser",Andet
49 - Magistre,64 - Magistre,AC basisløntrin 8,5.7,36181,0,7617,5424,878,82,196,0,50377,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.55.01 - Forberedende grunduddannelse,Andet
