Personalekategori,Klasse/Lønramme,Løntrin,Årsværk,Basisløn,Plustid,Pension,Faste/midl. tillæg (Centrale),Faste tillæg (Lokale),Midlert. tillæg (Lokale),Engangs-vederlag,Andre tillæg,Samlet løn,Periode,Ministerområde,Hovedkonto,Type
258 - Kokke og kogersker,"55 - Kokke, Provinsen",Trin 1,93.7,27898,0,5101,25,4206,511,76,413,38232,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
258 - Kokke og kogersker,"56 - Kokke, Hovedstaden",Trin 1,7.0,28717,0,5143,0,4054,195,0,0,38109,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
258 - Kokke og kogersker,57 - Koge-og Smørrebrødsjomfruer,Trin 1,55.4,25841,0,4580,29,1990,957,32,644,34073,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
258 - Kokke og kogersker,58 - Koge-og Smørrebrødsjomfruer,Trin 1,5.0,26533,0,4392,0,1428,0,0,0,32353,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
258 - Kokke og kogersker,"77 - Kokke-, smørrebrøds- caterelev",Trin 1,3.0,14554,0,2430,0,0,0,0,7,16991,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
258 - Kokke og kogersker,78 - Voksenelever,Trin 1,7.1,23857,0,3741,0,0,0,0,0,27598,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
265 - Kantineledere,53 - Løngruppe 01,Trin 1,4.9,26045,0,5536,0,6205,1350,0,34,39170,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
266 - Køkkenpersonale,71 - Køkkenled. > 15.000 kostd. pro,Trin 1,6.9,28406,0,6947,366,6925,598,352,53,43647,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
266 - Køkkenpersonale,78 - Køkkenledere,Trin 1,5.6,27585,0,6110,39,3804,0,83,62,37683,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
266 - Køkkenpersonale,79 - Køkkenledere,Trin 1,6.8,31197,0,8186,691,9758,1130,379,82,51424,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
266 - Køkkenpersonale,"81 - Ernæringsassistenter, provins",Trin 1,198.4,25834,0,5560,138,2341,483,87,186,34629,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
266 - Køkkenpersonale,82 - Ernæringsassistentelever,Trin 2,4.0,13671,0,2165,0,0,0,0,28,15864,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
266 - Køkkenpersonale,83 - Voksenelever,Trin 1,8.0,24153,0,4738,0,0,0,26,72,28989,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
289 - Kantineledere,"53 - Kantineledere, løngruppe 2",Trin 1,4.0,27003,0,6802,3485,9240,1340,65,186,48121,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
291 - Sanitører,58 - Sanitører - Løngruppe 2,Trin 1,5.4,25936,0,4328,0,933,612,118,1599,33526,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
291 - Sanitører,"66 - Sanitører, hovedstad",Trin 2,4.7,25098,0,4358,46,2592,0,0,2118,34212,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
291 - Sanitører,"67 - Sanitører, provins",Trin 2,10.1,24345,0,4344,14,2381,801,0,907,32792,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
291 - Sanitører,68 - Skolesanitører,Trin 2,4.0,25098,0,4599,0,1159,3086,208,4978,39129,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
296 - Sanitører,"67 - Sanitører, Provinsen",Trin 2,16.7,26391,0,4190,81,0,0,0,1381,32043,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
297 - Undervisningsassistenter,51 - Undervisningsassistenter,Trin 6,27.9,31580,161,5711,29,2266,419,30,14,40208,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
"575 - Chefer, UVM (Akademikerne)",51 - Øvrige chefer (Niveau 4),Trin 2,11.0,64729,0,12487,52,0,0,486,0,77755,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
"575 - Chefer, UVM (Akademikerne)",51 - Øvrige chefer (Niveau 4),LR 35 (u.åremål),185.0,55865,0,10808,112,81,66,189,26,67148,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
"575 - Chefer, UVM (Akademikerne)",52 - Øvrige chefer (Niveau 3),Trin 2,83.7,67018,0,12868,83,61,0,334,0,80364,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
"575 - Chefer, UVM (Akademikerne)",52 - Øvrige chefer (Niveau 3),LR 35 (u.åremål),50.0,59305,0,11195,-1174,0,0,42,0,69367,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
"575 - Chefer, UVM (Akademikerne)",52 - Øvrige chefer (Niveau 3),LR 37 (u.åremål),14.0,78939,0,15204,0,0,0,661,0,94803,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
"575 - Chefer, UVM (Akademikerne)",53 - Øvrige chefer (Niveau 2),Trin 2,11.0,73183,0,14332,0,398,0,1307,0,89220,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
"575 - Chefer, UVM (Akademikerne)",53 - Øvrige chefer (Niveau 2),LR 35 (u.åremål),8.0,54736,0,10762,0,0,381,0,0,65880,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
"575 - Chefer, UVM (Akademikerne)",53 - Øvrige chefer (Niveau 2),LR 37 (u.åremål),18.0,80624,0,15401,141,0,0,792,0,96957,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
"575 - Chefer, UVM (Akademikerne)",54 - Øverste chef (Niveau 1),LR 37 (u.åremål),7.0,82618,0,16663,193,0,0,1053,0,100526,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
"575 - Chefer, UVM (Akademikerne)",54 - Øverste chef (Niveau 1),LR 38 (u.åremål),18.0,95298,0,18260,134,0,0,665,0,114356,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
"576 - Chefer, UVM (CO10)",51 - Øvrige chefer (Niveau 4),Trin 1,167.9,53844,0,10438,154,88,15,221,0,64760,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
"576 - Chefer, UVM (CO10)",51 - Øvrige chefer (Niveau 4),Trin 2,14.7,62167,0,12435,102,2299,300,136,0,77440,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
"576 - Chefer, UVM (CO10)",51 - Øvrige chefer (Niveau 4),Trin 4,4.0,54787,0,10832,215,0,0,1608,0,67442,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
"576 - Chefer, UVM (CO10)",52 - Øvrige chefer (Niveau 3),Trin 1,86.6,55566,0,10948,428,745,0,464,3,68155,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
"576 - Chefer, UVM (CO10)",52 - Øvrige chefer (Niveau 3),Trin 2,46.0,66837,0,12980,271,129,0,260,106,80584,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
"576 - Chefer, UVM (CO10)",52 - Øvrige chefer (Niveau 3),Trin 3,5.0,80719,0,15665,241,0,0,933,0,97558,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
"576 - Chefer, UVM (CO10)",53 - Øvrige chefer (Niveau 2),Trin 1,8.0,63475,0,12360,63,0,0,365,0,76263,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
"576 - Chefer, UVM (CO10)",53 - Øvrige chefer (Niveau 2),Trin 2,8.0,65754,0,12792,64,0,0,631,0,79241,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
"576 - Chefer, UVM (CO10)",53 - Øvrige chefer (Niveau 2),Trin 3,28.0,78564,0,15100,256,0,0,703,0,94624,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
"576 - Chefer, UVM (CO10)",54 - Øverste chef (Niveau 1),Trin 3,9.0,82646,0,15953,285,0,0,1096,0,99980,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
"576 - Chefer, UVM (CO10)",54 - Øverste chef (Niveau 1),Trin 4,8.0,96101,0,18325,303,0,0,1215,0,115944,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
"577 - Chefer, UVM (LC)",51 - Øvrige chefer (Niveau 4),Trin 1,37.0,53004,0,10302,62,135,178,85,1,63767,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
"577 - Chefer, UVM (LC)",51 - Øvrige chefer (Niveau 4),Trin 4,3.0,58642,0,11236,172,0,0,1595,0,71645,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
"577 - Chefer, UVM (LC)",52 - Øvrige chefer (Niveau 3),Trin 1,8.0,57584,0,11372,112,636,0,1098,0,70802,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
"577 - Chefer, UVM (LC)",52 - Øvrige chefer (Niveau 3),Trin 2,8.0,66326,0,12672,65,0,0,1479,0,80542,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
607 - Ledere og Lærere SOSU (LC),52 - Lærere hovedstaden,"Hovedstad, LC, Basisløntrin 01",22.6,30861,0,6288,2113,1033,0,22,6,40323,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
607 - Ledere og Lærere SOSU (LC),52 - Lærere hovedstaden,"Hovedstad, LC, Basisløntrin 02",31.7,32706,0,7000,2122,1460,32,32,1,43352,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
607 - Ledere og Lærere SOSU (LC),52 - Lærere hovedstaden,"Hovedstad, LC, Basisløntrin 03",187.6,35091,0,7653,2587,2068,408,52,23,47882,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
607 - Ledere og Lærere SOSU (LC),54 - Lærere provins,"Provins, LC, Basisløntrin 01",14.3,29688,0,6321,2113,798,226,93,236,39475,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
607 - Ledere og Lærere SOSU (LC),54 - Lærere provins,"Provins, LC, Basisløntrin 02",48.6,31777,0,6742,2189,1247,362,54,183,42553,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
607 - Ledere og Lærere SOSU (LC),54 - Lærere provins,"Provins, LC, Basisløntrin 03",556.2,34558,0,7607,2588,2351,215,96,150,47566,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
607 - Ledere og Lærere SOSU (LC),56 - Ledere LR 36,Trin 1,5.0,49111,0,9899,87,2935,0,3951,0,65982,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
607 - Ledere og Lærere SOSU (LC),58 - Ledere LR 37,Trin 1,6.0,54244,0,13089,9573,5655,0,11983,0,94545,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
607 - Ledere og Lærere SOSU (LC),"60 - Ledere, LR 34",Trin 1,27.9,43019,0,9920,29,4552,4614,1159,4,63298,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
607 - Ledere og Lærere SOSU (LC),62 - Ledere LR 35,Trin 1,31.0,45909,0,10724,215,8353,2237,3460,10,70908,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
607 - Ledere og Lærere SOSU (LC),"63 - Ledere, LR 32",Trin 2,11.0,40223,0,9985,72,12619,95,492,0,63486,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
609 - Ledere og Lærere SOSU (CO10),51 - Lærere hovedstaden,"Hovedstad, CO10, Basisløntrin 02",13.0,32706,0,6924,2113,1357,436,154,11,43700,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
609 - Ledere og Lærere SOSU (CO10),51 - Lærere hovedstaden,"Hovedstad, CO10, Basisløntrin 03",87.7,35091,0,7744,2636,1932,729,57,40,48228,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
609 - Ledere og Lærere SOSU (CO10),53 - Lærere provinsen,"Provins, CO10, Basisløntrin 02",12.5,31777,0,6670,2113,694,64,114,85,41517,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
609 - Ledere og Lærere SOSU (CO10),53 - Lærere provinsen,"Provins, CO10, Basisløntrin 03",435.9,34558,0,7524,2598,2128,209,139,191,47347,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
609 - Ledere og Lærere SOSU (CO10),55 - Ledere LR 36,Trin 1,4.0,49111,0,10874,726,7594,0,7389,0,75693,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
609 - Ledere og Lærere SOSU (CO10),59 - Ledere LR 34,Trin 1,14.0,43020,0,9837,30,6191,2475,1402,0,62954,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
609 - Ledere og Lærere SOSU (CO10),61 - Ledere LR 35,Trin 1,10.0,45909,0,10440,105,9105,104,4485,1,70150,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
609 - Ledere og Lærere SOSU (CO10),63 - Ledere LR 32,Trin 2,7.8,40224,0,9838,241,12652,134,1528,84,64701,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
"620 - Lærere ved  AVU , FVU mm","53 - Lærere - Provinsen, personlig",Trin 1,5.8,36701,0,9136,3303,6159,51,0,132,55481,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
"620 - Lærere ved  AVU , FVU mm",55 - Lærere - Provinsen,"Provins, Basisløntrin 01",3.2,30629,0,6438,1932,2701,0,0,44,41744,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
"620 - Lærere ved  AVU , FVU mm",55 - Lærere - Provinsen,"Provins, Basisløntrin 03",8.3,35363,0,6974,2314,2802,330,180,66,48030,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
"620 - Lærere ved  AVU , FVU mm",55 - Lærere - Provinsen,"Provins, Basisløntrin 04",74.6,36701,0,7570,2529,3261,954,35,158,51207,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
"620 - Lærere ved  AVU , FVU mm",57 - Konsulenter,Trin 1,12.1,40384,0,7786,384,2244,540,0,9,51348,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
"630 - Håndværkere, murere","53 - Murere, provinsen","Provins, Løntrin 1",4.0,28951,0,6065,135,6257,0,0,420,41828,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
"630 - Håndværkere, murere","55 - Instruktører, provinsen","Provins, Løntrin 1",4.8,28790,188,5712,97,3727,377,0,2,38892,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
640 - Ledere ved en række udd.inst.,52 - Ledere,Trin 1,5.0,47479,0,10938,2506,12117,0,4169,0,77209,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
640 - Ledere ved en række udd.inst.,53 - Ledere,Trin 1,4.0,42977,0,10208,0,5978,4857,5290,117,69427,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
691 - Timelærere Erhvervsrettet udd,"51 - Timelærere basisløntrin 01, 05",Trin 1,14.1,27949,0,5130,0,0,0,0,0,33079,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
691 - Timelærere Erhvervsrettet udd,"51 - Timelærere basisløntrin 01, 05",Trin 2,18.3,33184,0,6062,0,0,0,0,7,39253,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
691 - Timelærere Erhvervsrettet udd,53 - Lærere basisløntrin 01-07,Trin 1,17.8,27785,0,5449,1254,172,240,150,53,35103,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
691 - Timelærere Erhvervsrettet udd,53 - Lærere basisløntrin 01-07,Trin 2,15.9,30233,0,5817,377,191,63,162,250,37094,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
691 - Timelærere Erhvervsrettet udd,53 - Lærere basisløntrin 01-07,Trin 3,13.0,30193,0,5938,584,156,0,14,227,37111,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
691 - Timelærere Erhvervsrettet udd,53 - Lærere basisløntrin 01-07,Trin 4,13.5,30228,0,5803,365,9,0,73,69,36548,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
691 - Timelærere Erhvervsrettet udd,53 - Lærere basisløntrin 01-07,Trin 5,9.1,31029,0,6167,418,56,0,602,60,38331,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
691 - Timelærere Erhvervsrettet udd,53 - Lærere basisløntrin 01-07,Trin 6,4.9,31821,0,6551,1832,0,0,0,0,40204,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
691 - Timelærere Erhvervsrettet udd,53 - Lærere basisløntrin 01-07,Trin 7,118.8,34137,0,6425,546,224,44,103,112,41591,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
691 - Timelærere Erhvervsrettet udd,54 - Lærere basisløntrin 02-08,Trin 7,9.2,38354,286,7135,548,0,0,162,0,46486,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
693 - Særl.afløn.timeløn,0 - Ingen klasse,Trin 0,3.1,19783,0,168,0,0,0,0,0,19950,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
694 - Særl.afløn.timeløn,0 - Ingen klasse,Trin 0,16.5,28556,0,2206,177,83,0,0,3750,34772,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
747 - Rengøringsassistenter,61 - Løngruppe 2,Trin 1,41.5,25968,0,4557,81,2325,236,49,621,33838,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
747 - Rengøringsassistenter,"64 - Løngruppe 1, skoler. Provinsen",Trin 1,16.3,23616,0,3736,15,326,154,31,487,28365,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
747 - Rengøringsassistenter,"64 - Løngruppe 1, skoler. Provinsen",Trin 2,188.8,24393,0,4205,56,1913,291,40,974,31872,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
747 - Rengøringsassistenter,"66 - Løngruppe 1, skoler. Provins",Trin 2,25.7,24411,0,4080,57,880,342,184,1142,31097,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
747 - Rengøringsassistenter,67 - Rengøringsteknikere,Trin 1,23.7,25472,0,4304,131,1524,524,0,1489,33445,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
22 - Civiløkonomer,56 - Civiløkonomer,AC basisløntrin 7,9.3,34542,0,8627,1610,11330,349,89,167,56715,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
38 - Bibliotekarer,55 - Cand. Scient.bibl.,AC basisløntrin 8,4.3,36180,0,8166,0,6998,819,0,0,52163,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
38 - Bibliotekarer,66 - Bibliotekarer,AC basisløntrin 7,13.0,34542,0,7900,306,6406,1492,0,69,50716,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
44 - Ingeniører,72 - Akademiingeniører m.fl,AC basisløntrin 8,3.6,36203,0,9324,10343,4056,0,0,91,60017,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
44 - Ingeniører,74 - Civilingeniører m.fl,AC basisløntrin 8,62.6,36180,0,9454,9052,5324,747,132,20,60910,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
44 - Ingeniører,76 - Teknikumingeniører,AC basisløntrin 8,4.0,36181,0,9800,7980,7445,1640,0,120,63166,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
44 - Ingeniører,79 - Diplomingeniører,AC basisløntrin 8,5.9,36181,0,9194,8648,4461,1033,0,0,59517,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,LR 35 (u.åremål),3.6,46938,0,10230,4798,3759,0,2319,0,68043,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,LR 36 (u.åremål),4.0,51195,0,11307,0,10285,0,938,0,73725,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,"AC basisløntrin 4, 2-årigt",5.9,37136,0,8264,2580,4849,0,224,0,53054,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
46 - Jurister/økonomer,65 - Jurister og Økonomer m.fl,AC basisløntrin 8,79.1,36180,0,8914,6877,4800,726,62,14,57574,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
49 - Magistre,56 - Magistre            (DM/DP),AC basisløntrin 6,56.7,36180,0,9107,8791,4829,0,70,56,59034,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
49 - Magistre,62 - Bachelorer,Trin 5,4.3,34106,0,8333,3889,6918,0,0,0,53246,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
49 - Magistre,64 - Magistre,"AC basisløntrin 4, 2-årigt",11.3,29692,0,6097,4052,59,0,28,37,39965,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
49 - Magistre,64 - Magistre,AC basisløntrin 5,8.7,32001,0,6939,5205,355,40,126,11,44676,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
49 - Magistre,64 - Magistre,AC basisløntrin 6,10.2,34106,0,7701,4738,397,317,255,25,47538,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
49 - Magistre,64 - Magistre,AC basisløntrin 8,117.4,36180,0,8657,6490,3849,397,199,21,55794,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
49 - Magistre,65 - Psykologer,AC basisløntrin 8,7.8,36180,0,8850,2696,8560,674,0,0,56959,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
49 - Magistre,84 - Bachelorer,AC basisløntrin 1,11.2,27178,0,5880,4135,146,0,108,1,37449,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
49 - Magistre,84 - Bachelorer,AC basisløntrin 6,7.3,34106,0,8643,7815,4456,684,332,0,56037,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
88 - Lærere ved Gymnasieskoler,51 - Magistre,Løntrin 2,346.6,29989,25,6639,5223,458,51,35,36,42457,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
88 - Lærere ved Gymnasieskoler,51 - Magistre,Løntrin 3,418.6,34708,51,8063,6667,1927,162,61,44,51682,"2026, 1. kvt.",§20 - Børne- og Undervisningsministeriet,§20.42.02 - Almengymnasiale uddannelser,Andet
