Personalekategori,Stilling,Løntrin,Årsværk,Basisløn,Plustid,Pension,Faste/midl. tillæg (Centrale),Faste tillæg (Lokale),Midlert. tillæg (Lokale),Engangs-vederlag,Andre tillæg,Samlet løn,Periode,Ministerområde,Hovedkonto,Type
211 - Tjenestemandslignende,Underviser,Basisløntrin 7,6.0,31387,0,6254,4370,1456,493,0,0,43960,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
221 - Køkkenmedhjælpere,Kantineassistent,Trin 2,5.2,23632,0,3895,258,399,0,161,290,28634,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
221 - Køkkenmedhjælpere,Kantinemedhjælper,Trin 2,35.8,23632,0,4278,207,3610,133,129,146,32136,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
221 - Køkkenmedhjælpere,Køkkenassistent,Trin 2,3.5,23632,0,5031,90,1343,7079,241,146,37562,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
221 - Køkkenmedhjælpere,Køkkenmedhjælper,Trin 1,24.9,22896,0,2312,0,412,6,85,409,26120,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
221 - Køkkenmedhjælpere,Køkkenmedhjælper,Trin 2,43.5,23673,0,3730,28,1537,188,81,138,29376,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
221 - Køkkenmedhjælpere,Medhjælper,Trin 2,4.7,23499,0,3947,37,3998,165,0,1374,33019,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
221 - Køkkenmedhjælpere,Medhjælperske,Trin 2,4.3,23632,0,4265,127,3135,0,0,856,32016,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
221 - Køkkenmedhjælpere,Serviceassistent,Trin 1,3.9,25220,0,3598,0,534,404,0,880,30636,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
236 - Laboratoriefunktionærer,Laborant,"Løngrp. 3, Løntrin 1",5.7,30600,0,5352,0,3611,80,0,0,39643,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
238 - IT-medarbejdere,EDB-medarbejder,"Løngruppe 2, Løntrin 5",21.7,32219,0,6267,91,8142,1324,98,131,48272,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
238 - IT-medarbejdere,Instruktør,"Løngruppe 2, Løntrin 5",4.0,32219,0,5541,218,3031,152,177,264,41601,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
238 - IT-medarbejdere,IT-Konsulent,"Løngruppe 2, Løntrin 5",9.0,32219,0,5694,0,4543,786,0,0,43241,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
238 - IT-medarbejdere,IT-Medarbejder,"Løngruppe 2, Løntrin 4",5.0,30583,0,4578,0,1037,742,125,8,37072,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
238 - IT-medarbejdere,IT-Medarbejder,"Løngruppe 2, Løntrin 5",94.1,32210,0,6051,85,3903,2948,27,114,45338,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
238 - IT-medarbejdere,IT-Medarbejder,"Løngruppe 3, Løntrin 1",5.8,33668,0,6677,0,9020,0,0,376,49741,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
238 - IT-medarbejdere,IT-Supporter,"Løngruppe 2, Løntrin 2",4.0,28168,0,4113,537,450,949,0,0,34217,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
238 - IT-medarbejdere,IT-Supporter,"Løngruppe 2, Løntrin 3",4.0,29510,0,4593,675,2631,614,0,0,38023,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
238 - IT-medarbejdere,IT-Supporter,"Løngruppe 2, Løntrin 5",31.8,32219,0,5480,26,3135,652,51,60,41623,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
238 - IT-medarbejdere,IT-systemadministrator,"Løngruppe 3, Løntrin 1",4.0,33668,0,6583,0,6676,2221,0,0,49147,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
238 - IT-medarbejdere,Systemadministrator,"Løngruppe 2, Løntrin 4",4.0,30583,0,4940,246,862,2149,0,47,38826,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
238 - IT-medarbejdere,Systemadministrator,"Løngruppe 2, Løntrin 5",32.5,32219,0,6238,434,6925,859,88,96,46859,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
238 - IT-medarbejdere,Systemadministrator,"Løngruppe 3, Løntrin 1",5.9,33668,0,7235,246,9658,5652,0,77,56536,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
238 - IT-medarbejdere,Systemkonsulent,"Løngruppe 2, Løntrin 5",4.0,32219,0,6132,0,9876,0,0,103,48330,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,'-,"Løngrp. 1, Provins, Løntrin 1",5.9,22625,0,2275,0,0,0,0,50,24950,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,'-,"Løngrp. 3, Provins, Løntrin 1",3.3,29697,0,5036,83,2448,0,0,8,37273,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,'-,"Løngrp. 3, Provins, Løntrin 3",10.4,35143,0,6503,77,6824,0,0,123,48671,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Adm. medarbejder,"Løngrp. 2, Hovedstad, Sats I",5.0,27390,0,5035,0,4856,0,0,0,37281,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Adm. medarbejder,"Løngrp. 2, Provins, Sats II",4.0,28179,0,5062,61,2051,2133,417,71,37975,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Administrativ  medarbejder,"Løngrp. 2, Hovedstad, Sats I",4.9,27390,0,5201,0,5951,0,388,0,38930,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Administrativ medarbejder,"Løngrp. 2, Hovedstad, Sats I",3.3,27390,0,5223,0,7853,804,126,0,41397,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Administrativ medarbejder,"Løngrp. 2, Provins, Sats II",3.3,28179,0,4656,0,3213,380,20,0,36449,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Afdelingsleder,"Løngrp. 3, Provins, Løntrin 2",9.9,31790,0,6792,72,11399,386,0,0,50438,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Assistent,"Løngrp. 3, Provins, Løntrin 1",5.4,29697,0,5348,63,2773,1847,93,0,39821,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Assistent,"Løngrp. 3, Provins, Løntrin 2",5.0,31790,0,5419,113,2900,68,0,69,40359,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Assistent,"Løngrp. 2, Hovedstad, Sats I",21.9,27390,0,5388,56,6537,531,160,3,40066,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Assistent,"Løngrp. 2, Provins, Sats I",17.1,26281,0,4271,70,1930,124,59,249,32982,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Assistent,"Løngrp. 2, Provins, Sats II",57.4,28179,0,4990,0,3415,703,169,16,37472,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Controller,"Løngrp. 3, Hovedstad, Løntrin 1",6.0,30623,0,6385,0,6334,4287,351,0,47979,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Controller,"Løngrp. 3, Provins, Løntrin 1",3.8,29697,0,5985,886,6789,1179,43,0,44580,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Controller,"Løngrp. 3, Provins, Løntrin 2",8.0,31790,0,6019,0,8159,0,0,0,45968,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Controller,"Løngrp. 3, Provins, Løntrin 3",4.6,35143,0,6266,130,670,4413,143,128,46893,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Direktionssekretær,"Løngrp. 3, Provins, Løntrin 2",7.0,31790,0,6306,100,6733,2093,0,55,47077,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Ekspeditionssekretær,"Løngrp. 3, Provins, Løntrin 1",7.9,29697,0,5464,37,2336,4128,85,9,41756,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Ekspeditionssekretær,"Løngrp. 3, Provins, Løntrin 2",5.8,31790,0,5680,366,1929,3927,288,112,44092,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Elev,Trin 1,5.0,22803,0,3066,0,0,0,192,0,26060,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Fuldmægtig,"Løngrp. 3, Provins, Løntrin 1",6.8,29697,0,5779,125,6629,361,122,60,42773,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,HR-Konsulent,"Løngrp. 3, Provins, Løntrin 3",3.8,35143,0,6580,489,4567,2279,0,125,49182,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Konsulent,"Løngrp. 3, Provins, Løntrin 1",8.9,29697,0,5894,428,7321,186,14,25,43565,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Konsulent,"Løngrp. 3, Provins, Løntrin 3",12.8,35143,0,6026,95,3638,0,0,80,44983,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Kontorassistent,"Løngrp. 3, Provins, Løntrin 1",3.8,29697,0,5111,66,2925,0,525,76,38401,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Kontorassistent,"Løngrp. 2, Hovedstad, Sats I",5.8,27390,0,5415,0,7335,0,0,4,40144,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Kontorelev,Trin 1,39.5,22617,0,2794,0,54,4,60,2,25531,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Kontorelev,Trin 3,8.0,15762,0,1038,0,0,0,0,0,16800,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Kontorelev,Trin 4,19.0,17039,0,2207,0,0,0,58,5,19309,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Kontorfuldmægtig,"Løngrp. 3, Hovedstad, Løntrin 1",13.9,30623,0,5597,84,5063,397,48,26,41837,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Kontorfuldmægtig,"Løngrp. 3, Provins, Løntrin 1",100.7,29697,0,5375,184,4227,350,78,54,39966,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Kontorfuldmægtig,"Løngrp. 3, Provins, Løntrin 2",8.0,31790,0,6146,0,7626,237,104,0,45904,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Kontorfuldmægtig,"Løngrp. 3, Provins, Løntrin 3",12.3,35143,0,6210,66,4573,225,135,82,46434,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Kontorfunktionær,"Løngrp. 3, Hovedstad, Løntrin 1",18.6,30623,0,5406,2271,1764,37,0,69,40171,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Kontorfunktionær,"Løngrp. 3, Provins, Løntrin 1",36.1,29697,0,5129,124,2735,225,154,53,38118,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Kontorfunktionær,"Løngrp. 3, Provins, Løntrin 2",14.5,31790,0,5411,0,2581,336,426,1,40546,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Kontorfunktionær,"Løngrp. 3, Provins, Løntrin 3",5.0,35143,0,6124,57,4126,177,0,65,45692,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Kontorfunktionær,"Løngrp. 2, Hovedstad, Sats I",6.0,27390,0,4715,898,2985,0,0,0,35988,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Kontorfunktionær,"Løngrp. 2, Provins, Sats I",14.3,27626,0,5168,0,4916,0,61,45,37816,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Kontorfunktionær,"Løngrp. 2, Hovedstad, Sats II",6.9,29252,0,5222,308,4353,712,91,51,39990,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Kontorfunktionær,"Løngrp. 2, Provins, Sats II",15.2,28179,0,5303,8,4626,1313,121,9,39559,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Kursuskoordinator,"Løngrp. 2, Hovedstad, Sats II",5.0,29252,0,5139,163,4766,353,0,63,39738,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Kursussekretær,"Løngrp. 3, Provins, Løntrin 1",17.7,29697,0,5035,119,2654,381,56,156,38099,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Kursussekretær,"Løngrp. 2, Provins, Sats II",11.3,28179,0,4949,286,2936,164,22,60,36597,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Løn -og Pers.medarb,"Løngrp. 3, Provins, Løntrin 2",3.5,31790,0,5736,992,2469,1608,0,72,42667,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Lønkonsulent,"Løngrp. 3, Hovedstad, Løntrin 1",4.2,29052,2020,5940,626,5731,917,0,0,44286,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Lønkonsulent,"Løngrp. 2, Hovedstad, Sats II",4.8,29252,0,5509,65,5787,234,140,0,40987,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Lønmedarbejder,"Løngrp. 2, Provins, Sats II",5.5,28179,0,5361,0,4938,1191,150,0,39818,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Overassistent,"Løngrp. 3, Hovedstad, Løntrin 1",9.4,30623,0,5750,50,5807,488,107,-21,42804,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Overassistent,"Løngrp. 3, Provins, Løntrin 1",18.4,29697,0,5358,45,3903,733,197,76,40009,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Overassistent,"Løngrp. 2, Hovedstad, Sats II",11.5,29252,0,5531,67,5680,491,291,61,41373,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Overassistent,"Løngrp. 2, Provins, Sats II",138.7,28152,36,5124,183,3752,639,135,53,38073,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Planlægger,"Løngrp. 3, Provins, Løntrin 1",7.7,29697,0,4955,0,2607,1479,108,0,38846,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Planlægger,"Løngrp. 2, Provins, Sats II",4.7,28179,0,5206,102,5107,0,0,56,38650,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Receptionist,"Løngrp. 2, Hovedstad, Sats II",3.1,29252,0,4990,0,2587,0,249,16,37093,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Receptionist,"Løngrp. 2, Provins, Sats II",5.6,28179,0,4514,96,1553,1205,148,5,35699,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Sekretær,"Løngrp. 3, Provins, Løntrin 1",5.9,29697,0,4967,497,2870,147,42,65,38284,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Sekretær,"Løngrp. 2, Provins, Sats II",5.5,28179,0,4849,705,2323,1136,0,94,37286,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Specialist,"Løngrp. 3, Provins, Løntrin 1",32.3,31023,0,5581,0,3786,0,194,79,40663,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Studentermedhjælper,Trin 1,3.5,21332,0,2063,102,309,0,143,155,24104,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Studentermedhjælper,"Løngrp. 1, Hovedstad, Løntrin 1",3.9,21376,0,1287,0,0,0,0,901,23564,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Studieadministrationssekretær,"Løngrp. 3, Provins, Løntrin 1",8.6,29697,0,4768,28,1721,0,0,5,36219,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Studiesekretær,"Løngrp. 3, Hovedstad, Løntrin 1",5.9,30623,0,5198,0,2697,0,0,65,38582,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Studiesekretær,"Løngrp. 3, Provins, Løntrin 1",11.9,29697,0,4864,37,2259,236,70,44,37206,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Studiesekretær,"Løngrp. 3, Provins, Løntrin 2",7.5,31789,0,5562,71,3819,0,0,42,41283,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Studiesekretær,"Løngrp. 2, Hovedstad, Sats II",9.9,29252,0,4903,25,2077,0,151,55,36464,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Studiesekretær,"Løngrp. 2, Provins, Sats II",40.7,28086,99,5091,171,4323,127,159,10,38065,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Teamleder,"Løngrp. 3, Provins, Løntrin 2",5.0,31790,0,6807,0,12267,0,0,0,50863,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Teamleder,"Løngrp. 3, Provins, Løntrin 3",7.0,35143,0,6471,0,6676,0,0,2,48293,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Udd.koordinator,"Løngrp. 2, Hovedstad, Sats II",26.8,29252,0,5118,134,3349,334,50,12,38249,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Uddannelsessekretær,"Løngrp. 3, Hovedstad, Løntrin 1",23.0,30623,0,5387,23,3850,164,340,17,40403,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Uddannelsessekretær,"Løngrp. 3, Provins, Løntrin 1",32.6,29697,0,5241,114,2507,709,130,3,38402,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Uddannelsessekretær,"Løngrp. 3, Hovedstad, Løntrin 2",4.0,32326,0,5504,0,3048,0,724,4,41606,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Uddannelsessekretær,"Løngrp. 3, Provins, Løntrin 2",13.3,31790,0,5476,125,2205,1029,230,26,40880,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Uddannelsessekretær,"Løngrp. 2, Hovedstad, Sats II",18.1,29252,0,5401,76,5619,92,196,70,40706,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Uddannelsessekretær,"Løngrp. 2, Provins, Sats II",73.3,28179,0,4923,117,2962,653,54,12,36901,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Virksomhedskonsulent,"Løngrp. 3, Hovedstad, Løntrin 2",4.0,32326,0,6398,0,5509,4934,0,0,49167,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Voksenelev,Trin 1,7.9,22643,0,2528,0,0,0,0,12,25183,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Økonomiassistent,"Løngrp. 2, Provins, Sats II",4.7,28179,0,4816,0,4109,0,0,0,37103,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Økonomimedarbejder,"Løngrp. 3, Hovedstad, Løntrin 1",5.0,30623,0,5104,59,3787,0,248,68,39890,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Økonomimedarbejder,"Løngrp. 3, Provins, Løntrin 1",8.0,29697,0,5417,36,4382,677,0,44,40254,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Økonomimedarbejder,"Løngrp. 3, Provins, Løntrin 2",12.5,31790,0,5895,499,5467,164,380,452,44647,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Økonomimedarbejder,"Løngrp. 3, Provins, Løntrin 3",4.0,35143,0,5814,0,1890,406,208,0,43462,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Økonomimedarbejder,"Løngrp. 3, Provins, Løntrin 4",4.0,37826,0,6440,660,2841,286,0,97,48151,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
240 - Kontorfunktionærer,Økonomimedarbejder,"Løngrp. 2, Hovedstad, Sats II",5.8,29252,0,5599,0,5951,761,115,0,41678,"2024, 2. kvt.",§20 - Børne- og Undervisningsministeriet,§20.31.01 - Erhvervsuddannelser,Andet
