Stilling,Årsværk,Basisløn,Plustid,Pension,Faste/midl. tillæg (Centrale),Faste tillæg (Lokale),Midlert. tillæg (Lokale),Engangs-vederlag,Andre tillæg,Samlet løn,Periode,Ministerområde,Hovedkonto,Type
Køredommer,6.0,30851,0,6407,2143,1021,0,528,281,41231,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
Løjtnant,15.0,27120,0,5565,2342,1356,518,1089,3464,41454,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
Major,181.9,39030,97,9085,6462,1516,5759,1182,2679,65810,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
Marinespecialist (MSPC) (GL),6.0,24980,0,4408,4789,659,0,464,5157,40457,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
Musiker,50.0,36750,0,7481,5124,1331,47,375,75,51183,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
Oberst,13.0,60679,0,14357,5752,14700,3450,5203,1702,105842,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
Oberstløjtnant,45.0,53329,0,11149,5198,6557,94,4322,3041,83691,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
Orlogskaptajn,5.0,38389,0,8362,7940,1101,3889,667,1014,61362,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
Overassistent,49.0,28223,0,4816,78,2929,25,566,113,36750,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
Overkonstabel,564.0,24220,0,3722,2356,387,178,557,4024,35444,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
Overkonstabel-1,764.3,24821,0,4198,3719,1359,269,739,3084,38190,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
Oversergent,449.6,26695,0,5641,3925,1911,581,983,3758,43494,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
Premierløjtnant,313.0,29510,0,6439,5693,997,173,637,2858,46306,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
Sekondløjtnant,16.0,25785,0,4811,0,233,548,185,1724,33286,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
Seniorsergent,385.3,27649,33,5939,4660,3466,441,923,2778,45889,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
Sergent,888.0,25513,0,5063,2840,569,213,591,3572,38361,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
Specialarbejder,4.0,25043,0,3167,0,2852,0,594,265,31921,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
Specialkonsulent,4.0,46697,0,8592,1852,2672,0,515,766,61094,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
Tolk,7.9,28765,0,4776,10656,0,0,0,2,44198,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.02 - Hæren,Andet
Bådfører,12.0,24359,0,3658,7265,4394,0,69,143,39889,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
Bådmand,20.0,23554,0,4759,5979,4114,0,167,110,38681,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
Chefsergent,28.3,30829,439,6920,5075,6260,422,2890,2088,54923,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
Faglærer,8.0,30381,0,7073,4539,3032,0,653,276,45954,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
Fyrpasser,6.0,25043,0,4175,4447,1233,0,306,915,36119,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
Kaptajn,8.0,33534,0,8710,12411,1050,1666,3668,4241,65281,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
Kaptajnløjtnant,149.0,33525,43,7453,7623,1720,2060,7965,3323,63714,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
Kommandør,8.0,60679,0,12531,5752,8165,6012,5493,1369,100001,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
Kommandørkaptajn,25.0,53329,0,10633,4978,6648,276,8040,645,84549,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
Kontorfuldmægtig,11.0,29697,0,5319,35,3662,0,496,124,39334,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
Korporal,6.6,25098,0,5879,4924,3693,182,4399,3919,48095,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
Korporal (CS),43.0,24788,0,5126,7263,2912,0,5301,4110,49499,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
Kystudkigsmand,10.4,25043,0,4044,5335,1815,0,452,212,36900,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
Løjtnant,21.0,27120,0,5589,2406,1264,278,11264,3930,51852,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
Major,4.0,37591,0,11072,26437,0,2034,667,5211,83012,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
Marinekonstabel,378.2,22698,0,4594,3833,268,80,3585,1346,36405,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
Marineoverkonstabel,311.3,23267,0,4893,4315,542,99,6369,2997,42482,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
Marinespecialist,213.9,23984,0,5249,5703,1169,113,6174,4046,46438,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
Marinespecialist (MSPC) (GL),244.0,24174,0,5108,8312,1639,51,5547,4204,49035,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
Maritime sagsbehandler,4.0,35840,0,6144,0,12915,0,1742,210,56852,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
Mekaniker,7.0,24144,0,5631,11821,1390,0,4867,4615,52468,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
Orlogskaptajn,111.9,39539,64,9045,6409,1341,6026,5871,2779,71073,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
Overassistent,30.4,28215,0,4900,256,2777,0,526,171,36844,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
Oversergent,136.7,26442,0,5570,6329,2008,281,4622,3866,49117,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
Premierløjtnant,106.0,29161,0,5721,4727,550,325,8324,2017,50825,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
Seniorsergent,172.3,27431,144,6133,7001,3545,270,3982,3174,51680,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
Sergent,125.0,25513,0,5312,5318,1590,220,4866,3170,45987,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
Specialkonsulent,7.0,46491,0,8937,94,4004,475,1913,321,62235,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
Stationsleder,12.0,24781,0,2559,9904,7059,0,347,51,44701,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
Varslingsoperatør,4.7,26317,0,4829,667,3258,0,599,3830,39500,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
Vts-Centerleder,3.0,46655,0,10238,14642,4497,0,556,0,76588,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
Vts-Operatør,53.4,38261,0,6807,6633,3410,0,548,435,56095,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
Vts-Vagtholdsleder,9.7,37223,0,6241,1410,11644,0,451,2139,59110,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.03 - Søværnet,Andet
Afdelingsleder-1,6.0,31790,0,5755,0,4509,0,611,148,42813,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
Assistent,7.0,26317,0,4124,0,923,0,417,107,31888,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
Chefsergent,51.8,30398,704,7244,10564,4109,208,816,1052,55095,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
Flymekaniker M.UDD,3.4,28463,0,5530,3025,4532,0,291,533,42375,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
Flyverkonstabel,260.6,23119,0,4698,2577,523,7,134,1307,32366,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
Flyveroverkonstabel,198.0,23802,0,5121,3440,1035,84,446,2786,36714,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
Flyverspecialist,599.0,24120,24,5316,6694,1607,67,431,2877,41136,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
Fuldmægtig,14.9,33960,0,6863,4875,2233,0,283,0,48214,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
IT-specialist,8.5,30677,0,3875,72,2623,0,293,150,37689,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
Kaptajn,209.4,33496,100,9558,20814,838,1177,762,3281,70026,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
Kaptajnløjtnant,9.0,33534,0,9069,21879,2881,1812,2772,3234,75181,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
Kontorfuldmægtig,18.6,29697,0,5392,57,5065,0,1058,226,41495,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
Korporal,15.0,25007,0,5335,4632,1945,72,872,2893,40757,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
Korporal (CS),50.7,24794,0,5221,6442,2578,58,735,2759,42587,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
Løjtnant,64.0,27120,0,7499,14539,563,25,780,2967,53492,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
Major,177.7,39426,410,11069,18753,944,3513,964,2544,77623,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
Musiker,15.0,36941,0,7284,4956,1306,0,167,54,50709,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
Oberst,8.0,60679,0,13000,8968,13606,487,4389,1564,102693,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
Oberstløjtnant,29.0,53329,0,11270,7608,10072,0,4098,1100,87478,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
Orlogskaptajn,4.0,37591,0,12016,28733,1856,2130,2762,3633,88722,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
Overassistent,57.1,28179,0,4806,106,2686,14,457,153,36401,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
Overkonstabel-1,13.1,23930,311,3878,2810,1339,0,372,3410,36050,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
Oversergent,253.2,26429,77,5957,8647,2340,199,738,3552,47940,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
Premierløjtnant,82.6,29510,0,7344,10944,1078,342,783,1985,51986,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
Seniorsergent,283.9,27535,111,6518,9397,3174,167,695,2089,49685,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
Sergent,206.4,25769,68,5783,7250,1461,144,749,2890,44113,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
Specialarbejder,18.9,25317,0,4561,1814,2158,137,384,287,34659,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
Specialkonsulent,7.0,45259,0,8605,107,3960,0,655,161,58747,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.04 - Flyvevåbnet,Andet
Kaptajn,10.0,33534,0,8197,12332,1395,2995,900,4150,63502,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.05 - Arktisk Kommando,Andet
Konstabel,7.0,24447,0,3745,18993,0,0,17,1171,48373,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.05 - Arktisk Kommando,Andet
Major,9.0,43237,0,9728,4181,6134,3121,1120,2801,70322,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.05 - Arktisk Kommando,Andet
Marinespecialist (MSPC) (GL),5.0,24144,0,4629,7121,1883,414,1100,7467,46759,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.05 - Arktisk Kommando,Andet
Orlogskaptajn,5.0,42235,0,8512,8256,763,3956,1055,3921,68697,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.05 - Arktisk Kommando,Andet
Overkonstabel-1,9.0,24733,0,3972,14016,1225,118,707,1300,46071,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.05 - Arktisk Kommando,Andet
Oversergent,11.0,27412,0,5824,6537,2318,279,1239,2846,46454,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.05 - Arktisk Kommando,Andet
Premierløjtnant,9.0,29510,0,7057,7956,2969,465,375,2584,50915,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.05 - Arktisk Kommando,Andet
Seniorsergent,14.0,27807,0,6172,7682,4599,227,730,4208,51424,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.05 - Arktisk Kommando,Andet
Sergent,6.0,25873,0,5600,8515,2755,486,744,2425,46399,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.05 - Arktisk Kommando,Andet
Chefsergent,13.6,30924,0,6883,7417,4783,414,672,3600,54694,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
Kaptajn,23.8,33534,0,7532,8837,1988,3078,770,5587,61324,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
Kaptajnløjtnant,5.4,33534,0,8063,8588,1176,1570,1121,3012,57063,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
Konstabel,10.0,24126,0,3756,22957,106,0,329,880,52154,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
Korporal,11.0,25272,0,4677,7222,2180,0,1051,4304,44706,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
Korporal (CS),5.0,24788,0,5361,6066,3702,0,800,5032,45749,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
Korporal (HKKF),11.0,26857,0,5503,5978,3436,0,254,2241,44268,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
Major,30.2,39494,0,9525,7146,1619,5315,987,3311,67398,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
Marinekonstabel,13.0,23187,0,4890,4157,0,0,414,5081,37728,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
Marineoverkonstabel,16.0,23829,0,5381,7059,1031,0,1223,7973,46495,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
Marinespecialist (MSPC) (GL),10.0,24144,0,5183,7284,3006,0,730,7728,48075,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
Oberstløjtnant,4.0,53329,0,10860,4634,7116,0,3438,3043,82420,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
Orlogskaptajn,5.0,41200,0,10323,9158,1893,4935,400,7046,74955,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
Overkonstabel,7.0,24061,0,3639,8467,272,0,968,4175,41583,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
Overkonstabel-1,16.0,25127,0,4651,5631,1987,0,454,3773,41622,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
Oversergent,68.0,26861,0,6494,10315,1493,16,1030,12088,58296,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
Premierløjtnant,19.0,29510,0,6853,12538,395,515,1451,5168,56430,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
Seniorsergent,64.0,27661,0,6781,10570,3129,179,642,7287,56249,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
Sergent,59.0,25618,0,5964,8920,784,0,895,11266,53446,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.06 - Specialoperationskommandoen,Andet
Afdelingsleder-2,13.5,35143,0,6246,386,3745,0,615,236,46371,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
Automekaniker,32.8,28463,0,5191,1472,3494,0,494,532,39645,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
Chefsergent,18.1,30791,314,7210,9572,3764,0,1036,523,53210,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
Datafagtekniker,9.0,28463,0,5736,2911,4556,0,694,2343,44703,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
Elektriker,79.5,28463,0,5145,1342,3992,0,309,1093,40343,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
Elektromekaniker,4.0,28799,0,5373,1075,4435,0,0,258,39939,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
Elektronikfagtekniker,44.0,28616,0,5066,571,3952,0,282,768,39254,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
Elektronikmekaniker,67.8,28582,0,5374,2166,3757,36,446,1422,41784,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
Faglærer,12.4,31734,0,7347,7594,3431,0,568,1087,51762,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
Faglært Arbejder,9.0,28463,0,5133,39,3594,0,278,663,38170,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
Flymekaniker M.UDD,37.8,28499,0,5693,3326,4474,0,323,386,42701,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
Flymekaniker U.UDD,21.0,28463,0,5678,2808,4307,0,208,334,41799,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
Flyverkonstabel,76.0,23029,0,4583,1836,254,270,167,347,30485,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
Flyveroverkonstabel,72.0,23315,0,5155,4529,228,298,606,1193,35322,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
Flyverspecialist,114.2,24009,124,5696,7466,1337,247,1045,1749,41672,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
Fuldmægtig,3.9,35571,0,7328,5047,2607,0,0,0,50553,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
Håndværker,4.0,28463,0,3871,445,2828,0,313,388,36308,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
Industritekniker,22.0,28463,0,4518,706,3365,0,394,337,37783,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
Instrumentmager,4.0,29134,0,4160,1899,3673,0,417,45,39328,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
Kaptajn,21.0,33534,0,6983,6582,1347,3289,1073,268,53074,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
Kleinsmed,58.8,28463,0,5104,2349,3419,0,248,154,39737,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
Konstabel,23.0,26172,0,4537,5756,853,480,315,1068,39180,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
Kontorfuldmægtig,4.0,29697,0,5475,1204,3058,0,313,68,39815,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
Korporal,10.0,25747,0,5350,5441,1730,0,782,1190,40241,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
Korporal (CS),16.3,24376,638,5676,9516,1550,132,1077,1330,44296,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
Korporal (HKKF),26.0,27200,0,5730,8505,1804,0,874,493,44605,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
Lager - og logistikoperatør,23.0,27457,0,4715,1357,2010,0,387,62,35989,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
Lastvognsmekaniker,63.2,28484,0,4746,278,3370,0,424,374,37678,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
Major,12.0,39853,0,9708,6992,1573,6641,1177,913,66858,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
Maler,19.0,28534,0,5371,1990,3831,0,263,96,40085,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
Marineoverkonstabel,9.0,23938,0,5627,6394,1610,0,1455,2319,41342,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
Marinespecialist,6.0,23924,0,5714,7594,1431,0,1147,1163,40973,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
Marinespecialist (MSPC) (GL),13.0,24144,0,5511,10880,1420,0,1192,1655,44802,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
Maskinarbejder,52.0,28463,0,5290,1838,3347,0,535,757,40232,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
Materielforvalter,9.0,29550,0,6165,1179,3703,0,880,40,41516,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
Materielmester,4.4,30851,0,6768,1296,6208,0,757,373,46252,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
Mekaniker,34.0,28288,0,4697,1673,3190,0,270,253,38370,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
NDI-Tekniker,4.0,28463,0,6003,6168,3702,0,417,354,45107,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
Oberstløjtnant,4.0,53329,0,12102,6005,6965,0,4923,0,83324,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
Orlogskaptajn,5.0,38389,0,9145,6458,1086,7303,1250,211,63843,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
Overassistent,47.2,28140,94,4731,795,2750,0,371,81,36961,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
Overkonstabel,24.0,25747,0,4311,4767,848,98,395,2016,38181,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
Overkonstabel-1,123.0,26113,0,4923,6066,1092,51,597,1010,39853,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
Oversergent,55.3,26591,199,6242,9105,2240,26,715,1864,46983,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
Overværkmester,79.1,35897,71,7784,1008,5702,0,546,685,51692,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
Premierløjtnant,7.0,29510,0,7018,8677,1000,0,0,49,46255,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
Seniorsergent,67.7,27543,79,6673,9421,3628,79,675,1191,49290,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
Sergent,24.0,25593,0,5831,7409,1483,84,961,1994,43354,"2024, 2. kvt.",§12 - Forsvarsministeriet,§12.23.07 - Forsvarets Vedligeholdelsestjeneste,Andet
