Personalekategori,Stilling,Løntrin,Årsværk,Basisløn,Plustid,Pension,Faste/midl. tillæg (Centrale),Faste tillæg (Lokale),Midlert. tillæg (Lokale),Engangs-vederlag,Andre tillæg,Samlet løn,Periode,Ministerområde,Hovedkonto,Type
69 - Tandlæger,Specialtandlægekand.,AC basisløntrin 8,11.0,35571,0,6281,0,0,0,0,0,41851,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
82 - Timelønnede,Eksamensvagt,Trin 0,6.4,18651,0,145,0,0,0,0,0,18797,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
84 - Farmaceuter,Adjunkt,AC basisløntrin 8,8.5,35571,0,7636,5045,2950,0,0,0,51202,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
84 - Farmaceuter,Akademisk medarbejder,AC basisløntrin 8,12.5,35571,0,7683,332,7325,532,0,0,51443,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
84 - Farmaceuter,Lektor,AC basisløntrin 8,5.0,35571,0,9456,9532,8732,307,417,0,64015,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
84 - Farmaceuter,Post.Doc,AC basisløntrin 6,7.0,33531,0,6818,5181,0,0,0,0,45531,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
84 - Farmaceuter,Post.Doc,AC basisløntrin 8,52.0,35571,0,7383,5131,670,117,31,0,48903,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
84 - Farmaceuter,Videnskabelig assistent,"AC basisløntrin 4, 2-årigt",9.3,29192,0,5841,3807,0,0,0,0,38840,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
84 - Farmaceuter,Videnskabelig assistent,AC basisløntrin 6,3.5,33531,0,6642,3807,292,0,0,0,44273,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
86 - Jordbrugsakademikere,Adjunkt,AC basisløntrin 8,9.9,35570,0,7468,5080,1846,0,0,38,50002,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
86 - Jordbrugsakademikere,Akademisk medarbejder,AC basisløntrin 8,14.3,35571,0,7955,25,9735,0,0,0,53286,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
86 - Jordbrugsakademikere,Chefkonsulent,LR 36 (u.åremål),4.0,49671,0,10090,0,7535,640,0,0,67934,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
86 - Jordbrugsakademikere,Lektor,AC basisløntrin 8,15.0,35571,0,9473,9962,8709,0,44,63,63823,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
86 - Jordbrugsakademikere,Post.Doc,AC basisløntrin 6,6.0,33531,0,6809,5045,85,0,0,0,45471,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
86 - Jordbrugsakademikere,Post.Doc,AC basisløntrin 8,49.7,35571,0,7229,5045,440,0,0,0,48286,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
86 - Jordbrugsakademikere,Professor,LR 37 (u.åremål),30.5,53329,0,11468,7229,5340,0,59,243,77668,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
86 - Jordbrugsakademikere,Seniorforsker,AC basisløntrin 8,26.2,35571,0,9818,10679,9854,147,38,188,66296,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
86 - Jordbrugsakademikere,Seniorrådgiver,AC basisløntrin 8,5.7,35571,0,9510,9753,9134,0,0,164,64131,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
86 - Jordbrugsakademikere,Specialkonsulent,LR 35 (u.åremål),10.5,46273,0,8739,66,3584,0,0,78,58740,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
86 - Jordbrugsakademikere,Tenure Track Adjunkt,AC basisløntrin 8,16.0,35571,0,7800,5045,3838,0,141,0,52394,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
86 - Jordbrugsakademikere,Videnskabelig assistent,"AC basisløntrin 4, 2-årigt",6.6,29191,0,5851,3807,0,0,0,0,38850,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
106 - Ekst lektor og UV-assistent,Ekstern Lektor,Trin 1,23.7,42611,0,157,0,65,0,0,0,42833,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
106 - Ekst lektor og UV-assistent,Undervisningsass.,Trin 1,5.2,39289,0,183,0,0,0,0,0,39473,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
107 - Studenterundervisere,Instruktor,Trin 1,6.8,34626,0,749,0,0,0,0,0,35375,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
107 - Studenterundervisere,Studenterstudievejleder,Trin 1,3.5,30828,0,632,0,0,0,0,0,31460,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
108 - Læger v. højere udd.ins.,Adjunkt,AC basisløntrin 8,3.7,35571,0,9078,5045,3815,0,0,0,53510,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
108 - Læger v. højere udd.ins.,Akademisk medarbejder,AC basisløntrin 8,6.0,35571,0,8229,0,10115,1278,0,8620,63812,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
108 - Læger v. højere udd.ins.,Lektor,AC basisløntrin 8,11.3,35571,0,10260,10255,10194,2783,111,86,69259,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
108 - Læger v. højere udd.ins.,Post.Doc,AC basisløntrin 8,14.5,35571,0,7643,5045,2838,141,138,0,51377,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
108 - Læger v. højere udd.ins.,Professor,LR 37 (u.åremål),25.3,53329,0,11797,9064,4695,889,66,230,80069,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
108 - Læger v. højere udd.ins.,Professor,LR 38 (u.åremål),4.5,60679,0,13275,11729,2856,1169,28,357,90094,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
108 - Læger v. højere udd.ins.,Specialkonsulent,LR 35 (u.åremål),8.8,46146,0,11951,3352,14154,5054,1373,18128,100158,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
108 - Læger v. højere udd.ins.,Videnskabelig assistent,AC basisløntrin 8,6.5,35571,0,7273,3807,1968,0,0,0,48619,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
115 - Jordbrugsteknikere,Jordbrugsteknolog,Trin 1,41.6,28569,62,4978,1653,5222,420,70,186,41160,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
125 - Individuelle kontrakter,Akademisk medarbejder,Trin 1,5.7,33735,0,6763,1158,3449,0,0,0,45106,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
125 - Individuelle kontrakter,Post.Doc,Trin 1,29.1,36020,0,6854,3236,1167,53,0,50,47380,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
125 - Individuelle kontrakter,Seniorforsker,Trin 1,3.5,35571,0,8652,8441,4393,1304,0,0,58360,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
139 - Gartnere og gartneriarbejdere,Dyrepasser,Trin 1,4.0,29318,0,5425,0,4992,537,0,623,40896,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
139 - Gartnere og gartneriarbejdere,Dyrepasser,Trin 2,27.6,27948,0,5005,0,3529,388,0,518,37388,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
139 - Gartnere og gartneriarbejdere,Forsøgsmedarbejder,Trin 1,5.0,25757,0,4363,0,1303,713,0,8,32142,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
139 - Gartnere og gartneriarbejdere,Forsøgsmedarbejder,Trin 2,50.6,27876,0,4970,374,3801,47,7,588,37663,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
139 - Gartnere og gartneriarbejdere,Gartner,Trin 2,16.0,27948,0,4947,406,5629,118,0,160,39207,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
139 - Gartnere og gartneriarbejdere,Landbrugselev,Trin 2,5.0,17209,0,2779,0,0,0,0,335,20324,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
149 - Kandidater i sygepleje,"Lektor,tidsbegrænset",Trin 8,3.3,35702,0,9630,9464,6389,0,20,173,61378,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
172 - Lærlinge og elever,IT-Supporterelev,Trin 1,8.1,21902,0,3716,0,0,0,0,36,25654,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
179 - Håndværkere og Teknikere,Håndværker,"Provins, Løntrin 1",68.6,28463,0,6114,315,9427,313,18,309,44960,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
179 - Håndværkere og Teknikere,Konservatorassistent,"Provins, Løntrin 1",5.5,28463,0,5801,0,6279,1623,0,5770,47935,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
179 - Håndværkere og Teknikere,Tandtekniker,Trin 1,8.3,28463,0,5335,0,4705,109,0,0,38612,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
185 - Grafiske Arbejdere,Grafiker,Trin 1,5.7,34309,0,6351,118,6686,179,52,66,47761,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
201 - Tjenestemænd,Professor,Trin 1,3.5,59629,0,10334,7357,4880,0,0,706,82906,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
231 - Bioanalytikere,Bioanalytiker,Trin 1,47.5,32003,0,6715,382,2949,191,35,27,42304,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
236 - Laboratoriefunktionærer,Laborant,"Løngrp. 2, Sats I",3.8,26089,0,4872,81,5007,0,0,0,36049,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
236 - Laboratoriefunktionærer,Laborant,"Løngrp. 2, Sats II",14.3,28615,0,4645,39,996,0,0,-31,34264,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
236 - Laboratoriefunktionærer,Laborant,"Løngrp. 3, Løntrin 1",27.6,30600,0,5147,132,2331,32,135,0,38377,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
236 - Laboratoriefunktionærer,Laborant,"Løngrp. 4, Løntrin 1",79.0,32326,0,5420,62,2034,61,11,28,39941,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
236 - Laboratoriefunktionærer,Laborant,"Løngrp. 5, Løntrin 1",94.5,35344,0,5788,132,1804,41,2,40,43152,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
236 - Laboratoriefunktionærer,Laborant,"Løngrp. 6, Løntrin 1",25.0,37826,0,6236,139,1992,283,0,95,46571,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
236 - Laboratoriefunktionærer,Laborantpraktikant,"Løngrp. 1, Løntrin 1",5.0,22570,0,3583,62,0,0,0,0,26215,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
236 - Laboratoriefunktionærer,Laboratorieassistent,"Løngrp. 1, Løntrin 1",5.0,22570,0,3856,50,1782,0,0,0,28258,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
239 - IT-medarbejdere,IT-Medarbejder,Trin 1,9.1,24081,0,3754,0,0,0,0,214,28049,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
239 - IT-medarbejdere,IT-Medarbejder,"Løngruppe 2, Løntrin 1",5.0,24884,0,3762,0,0,0,0,944,29590,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
239 - IT-medarbejdere,IT-Medarbejder,"Løngruppe 2, Løntrin 2",10.1,26809,0,4087,0,458,0,0,447,31800,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
239 - IT-medarbejdere,IT-Medarbejder,"Løngruppe 2, Løntrin 3",7.7,28616,0,4221,0,1049,0,0,0,33885,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
239 - IT-medarbejdere,IT-Medarbejder,"Løngruppe 2, Løntrin 4",11.3,30071,0,5083,0,1562,0,0,146,36862,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
239 - IT-medarbejdere,IT-Medarbejder,"Løngruppe 2, Løntrin 5",55.2,32219,0,6185,873,6730,14,0,94,46114,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
239 - IT-medarbejdere,IT-Medarbejder,"Løngruppe 3, Løntrin 1",23.8,33668,0,6738,65,9124,215,35,69,49915,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
239 - IT-medarbejdere,IT-Medarbejder,"Løngruppe 4, Løntrin 1",31.0,35143,0,7370,1050,10865,106,0,160,54694,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
240 - Kontorfunktionærer,Klinikassistent,"Løngrp. 3, Provins, Løntrin 1",35.9,29697,0,4841,21,1084,38,0,19,35699,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
240 - Kontorfunktionærer,Klinikassistent,"Løngrp. 3, Provins, Løntrin 2",6.4,31789,0,5187,166,1117,0,0,150,38409,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
240 - Kontorfunktionærer,Kontorelev,Trin 1,4.8,22569,0,3724,0,0,0,0,0,26294,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
240 - Kontorfunktionærer,Kontorfunktionær,"Løngrp. 1, Provins, Løntrin 1",7.0,23098,0,3689,0,103,0,0,0,26889,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
240 - Kontorfunktionærer,Kontorfunktionær,"Løngrp. 3, Hovedstad, Løntrin 1",3.9,30623,0,5375,0,3866,0,0,0,39864,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
240 - Kontorfunktionærer,Kontorfunktionær,"Løngrp. 3, Provins, Løntrin 1",61.2,29697,0,4903,20,1600,0,14,18,36251,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
240 - Kontorfunktionærer,Kontorfunktionær,"Løngrp. 3, Provins, Løntrin 2",108.3,31790,0,5269,47,1863,73,25,27,39093,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
240 - Kontorfunktionærer,Kontorfunktionær,"Løngrp. 3, Hovedstad, Løntrin 3",10.7,35143,0,5905,105,3415,0,78,30,44676,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
240 - Kontorfunktionærer,Kontorfunktionær,"Løngrp. 3, Provins, Løntrin 3",108.4,35143,0,5840,115,2271,33,32,45,43480,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
240 - Kontorfunktionærer,Kontorfunktionær,"Løngrp. 3, Hovedstad, Løntrin 4",10.0,37826,0,6368,166,3144,0,167,34,47706,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
240 - Kontorfunktionærer,Kontorfunktionær,"Løngrp. 3, Provins, Løntrin 4",74.2,37826,0,6552,98,4258,168,42,69,49012,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
240 - Kontorfunktionærer,Kontorfunktionær,"Løngrp. 2, Provins, Sats II",23.9,28179,0,4763,61,2094,0,0,50,35147,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
240 - Kontorfunktionærer,Sekretariatsleder,Trin 1,3.7,45954,0,9536,246,12242,0,889,0,68866,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
240 - Kontorfunktionærer,Studerende,Trin 1,14.6,19821,0,2446,8,0,0,57,632,22964,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
240 - Kontorfunktionærer,Studerende,Trin 2,21.0,19794,0,2634,0,0,0,0,258,22687,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
240 - Kontorfunktionærer,Studerende,Trin 3,3.4,20195,0,2638,0,0,0,0,209,23042,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
240 - Kontorfunktionærer,Teamleder,Trin 1,5.0,46026,0,8212,176,7227,0,0,95,61736,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
247 - Rengøringsassistenter,Rengøringsassistent,Trin 1,7.1,24499,0,4057,26,1166,0,0,351,30098,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
247 - Rengøringsassistenter,Rengøringsassistent,Trin 2,122.6,23720,0,4168,70,2533,69,0,635,31196,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
248 - Specialarbejdere m.fl.,Ejendomsservicetekniker,"Løngrp. 4, Løntrin 1",8.0,27632,0,5322,68,6282,179,0,86,39568,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
248 - Specialarbejdere m.fl.,Specialarbejder,Trin 2,6.4,23592,0,4425,320,5482,0,0,290,34110,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
251 - Sygeplejersker,Sygeplejerske,Trin 1,5.0,36574,0,7599,134,3612,0,0,0,47919,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
258 - Kokke og kogersker,Catere,Trin 1,5.0,25540,0,4970,0,4511,491,0,153,35665,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
266 - Køkkenpersonale,Catere,Trin 1,5.0,25938,0,5939,49,6081,0,0,19,38026,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
291 - Sanitører,Sanitør,Trin 2,43.4,23755,0,4142,94,2379,0,0,883,31254,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
540 - Korrespondenter,Korrespondent,Løntrin 1,17.0,28856,0,7257,421,11413,81,98,75,48201,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
553 - Ph.d. Stipendiater,Ph.d. Studerende,"AC basisløntrin 4, 2-årigt",564.1,29192,0,5228,1525,169,5,14,0,36132,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
553 - Ph.d. Stipendiater,Ph.d. Studerende,AC basisløntrin 5,272.2,31461,0,5697,1525,400,0,7,0,39090,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
553 - Ph.d. Stipendiater,Ph.d. Studerende,AC basisløntrin 6,172.4,33531,0,6084,1525,543,0,38,0,41721,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
553 - Ph.d. Stipendiater,Ph.d. Studerende,AC basisløntrin 8,334.8,35571,0,6539,1533,1118,0,8,0,44768,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
580 - Kliniske Professorer,Klinisk Lærestolsprofessor,Trin 1,10.7,47113,0,5035,781,251,0,12,213,53406,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
580 - Kliniske Professorer,Klinisk Professor,Trin 1,30.8,47078,0,4897,0,0,466,93,125,52658,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.05 - Aarhus Universitet,Andet
22 - Civiløkonomer,AC-fuldmægtig,AC basisløntrin 7,5.8,33960,0,7578,5534,5117,0,0,0,52189,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
36 - Bygningskonstruktør,Bygningskonstruktør,AC basisløntrin 7,5.0,33960,0,8108,734,11442,119,250,0,54612,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
38 - Bibliotekarer,Bibliotekar,AC basisløntrin 7,15.5,33960,0,7432,359,7950,0,188,0,49889,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
39 - Erhvervss.kandidater,AC-fuldmægtig,"AC basisløntrin 4, 2-årigt",4.0,29192,0,5791,3756,768,0,0,0,39506,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
39 - Erhvervss.kandidater,AC-fuldmægtig,AC basisløntrin 6,6.9,33531,0,7260,4513,4286,159,180,0,49928,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
39 - Erhvervss.kandidater,AC-fuldmægtig,AC basisløntrin 8,12.9,35571,0,7446,5444,2797,0,0,0,51257,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
39 - Erhvervss.kandidater,Sekretær,AC basisløntrin 6,4.9,33531,0,7183,72,7087,124,0,78,48075,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
39 - Erhvervss.kandidater,Specialkonsulent,LR 35 (u.åremål),8.0,46146,0,8441,0,1870,188,104,0,56750,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
40 - Ingeniørassistenter,Ingeniørassistent,Trin 1,12.0,31790,0,6655,81,9563,225,174,30,48517,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
44 - Ingeniører,AC-fuldmægtig,AC basisløntrin 8,11.4,35571,0,7771,5352,3343,0,350,0,52387,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
44 - Ingeniører,Adjunkt,AC basisløntrin 8,39.5,35571,0,7686,5045,2343,148,63,0,50856,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
44 - Ingeniører,Akademisk medarbejder,AC basisløntrin 8,6.7,35571,0,8302,3073,7777,411,459,0,55594,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
44 - Ingeniører,Chefkons. m. personaleledelse,LR 36 (pers.ledelse u.åremål),4.0,52706,0,10798,0,8111,1172,0,0,72786,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
44 - Ingeniører,Chefkonsulent,LR 36 (u.åremål),8.0,50560,0,10517,121,8159,1506,156,135,71154,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
44 - Ingeniører,Ingeniør,"AC basisløntrin 4, 2-årigt",13.8,29192,0,6326,544,6233,0,0,0,42295,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
44 - Ingeniører,Ingeniør,AC basisløntrin 8,26.6,35571,0,7521,402,6578,313,78,34,50497,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
44 - Ingeniører,Lektor,AC basisløntrin 8,129.4,35571,0,9037,9083,5684,1335,286,32,61028,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
44 - Ingeniører,Post.Doc,AC basisløntrin 6,9.0,33531,0,6795,5045,0,0,0,0,45371,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
44 - Ingeniører,Post.Doc,AC basisløntrin 8,66.4,35571,0,7282,5045,784,0,0,143,48825,"2025, 1. kvt.",§19 - Uddannelses- og Forskningsministeriet,§19.22.11 - Syddansk Universitet,Andet
