Personalekategori,Stilling,Årsværk,Basisløn,Plustid,Pension,Faste/midl. tillæg (Centrale),Faste tillæg (Lokale),Midlert. tillæg (Lokale),Engangs-vederlag,Andre tillæg,Samlet løn,Periode,Ministerområde,Hovedkonto,Type
43 - Arkitekter,Arkitekt,8.8,35571,0,7978,0,9812,0,523,0,53884,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
44 - Ingeniører,Akademiingeniør,5.0,35571,0,8658,444,13582,0,417,487,59158,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
44 - Ingeniører,Chefkonsulent,5.0,49671,0,9344,174,3845,0,250,0,63283,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
44 - Ingeniører,Chefkonsulent m. personaleled,7.0,52706,0,10390,159,6976,0,1657,0,71888,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
44 - Ingeniører,Civilingeniør,21.1,34471,0,7613,0,8775,0,504,0,51363,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
44 - Ingeniører,Diplomingeniør,7.9,34596,0,7876,86,10283,0,371,95,53306,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
44 - Ingeniører,Fuldmægtig,3.8,35571,0,7594,4364,4343,0,219,0,52090,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
44 - Ingeniører,Specialkonsulent,8.9,46146,0,8464,0,2137,0,259,0,57006,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
44 - Ingeniører,Teknikumingeniør,5.0,35571,0,8425,587,12141,0,333,321,57378,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
46 - Jurister/økonomer,Chefkonsulent,10.0,49671,0,9575,0,4575,500,1317,0,65637,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
46 - Jurister/økonomer,Chefkonsulent m. personaleled,17.0,52706,0,9814,49,3464,0,1230,54,67317,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
46 - Jurister/økonomer,Fuldmægtig,49.0,33684,0,6788,4550,1995,0,478,0,47496,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
46 - Jurister/økonomer,Kontorchef,4.0,54722,0,12976,0,10940,9001,1979,0,89618,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
46 - Jurister/økonomer,Specialkonsulent,35.8,46208,0,8524,39,2138,154,615,26,57703,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
49 - Magistre,Fuldmægtig,15.0,32791,0,6614,4050,1723,289,278,0,45745,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
49 - Magistre,Specialkonsulent,15.9,46146,0,8369,53,1621,0,331,49,56569,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
50 - Tekniske funktionærer,Teknisk Assistent,6.0,25599,0,6022,2089,9189,0,278,214,43391,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
54 - Maskinmestre,Ledende Maskinmester,4.0,42923,0,9123,0,9282,0,1771,52,63151,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
54 - Maskinmestre,Maskinmester,31.0,33512,0,7671,3564,10573,0,503,523,56346,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
103 - Særligt aflønnede,Leder,5.0,33587,0,5251,0,0,0,0,315,39153,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
103 - Særligt aflønnede,Særlig aflønnet (særafløn),13.9,40885,0,6727,0,0,0,90,630,48332,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
171 - Stampers.Tjm. HKKF,Overkonstabel-1,14.0,24399,0,4636,3153,1706,0,220,3652,37767,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
188 - Officerer,Kaptajn,8.0,33534,0,7366,7260,0,4439,1042,1677,55317,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
188 - Officerer,Major,10.3,37379,1157,9098,6288,0,6347,626,1416,62312,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
200 - Spec.Arb (3f),Ejendomsservicetekniker,65.1,27632,0,5086,635,3959,0,480,452,38243,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
200 - Spec.Arb (3f),Skov- og naturtekniker,7.0,27632,0,5173,1176,4009,0,354,692,39036,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
200 - Spec.Arb (3f),Specialarbejder,181.1,25043,0,4783,528,5299,0,294,376,36322,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
201 - Tjenestemænd,Kaserneassistent,4.0,28369,0,4974,2037,1766,0,729,417,38293,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
201 - Tjenestemænd,Kasernemester,4.0,37508,0,7893,3883,4672,0,313,574,54842,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
201 - Tjenestemænd,Materielassistent,5.0,26088,0,4978,488,3492,0,667,349,36062,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
208 - Stampers.Tjm. CS,Chefsergent,11.0,30851,0,6473,4697,4664,0,758,1856,49298,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
208 - Stampers.Tjm. CS,Seniorsergent,12.1,26734,1116,5641,4348,3107,0,483,3097,44526,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
"209 - CS CIV, OK",Kaserneforvalter,7.0,29608,0,6264,0,3519,0,833,150,40375,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
"209 - CS CIV, OK",Kasernemester,29.0,35414,0,7271,1108,4187,0,687,305,48972,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
"209 - CS CIV, OK",Materielforvalter,4.0,29697,0,5884,0,1203,0,250,454,37488,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
"209 - CS CIV, OK",Overværkmester,13.0,35556,0,8426,0,9553,0,641,270,54446,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
"209 - CS CIV, OK",Værkmester,6.5,32863,0,7593,0,7641,0,0,225,48321,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
211 - Tjenestemandslignende,Afdelingsleder-2,4.0,35143,0,7777,1204,7544,0,542,144,52353,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
211 - Tjenestemandslignende,Kasernemester,11.0,36003,0,7821,1935,4605,0,682,332,51377,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
216 - Stampersonel HKKF,Overkonstabel-1,10.0,24061,0,3928,2333,2229,0,83,3588,36223,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
221 - Køkkenmedhjælpere,Køkkenmedhjælper,70.1,23679,0,3779,64,3603,0,453,1254,32831,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
221 - Køkkenmedhjælpere,Serviceassistent,12.0,25220,0,4766,117,5073,0,313,1554,37042,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
228 - Faglærte Arbejdere,Blikkenslager,9.0,28612,0,6473,1126,11000,0,139,181,47531,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
228 - Faglærte Arbejdere,Elektriker,30.9,28681,0,6372,483,10938,0,472,810,47756,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
228 - Faglærte Arbejdere,Kleinsmed,4.0,28799,0,6256,1183,9422,0,625,396,46681,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
228 - Faglærte Arbejdere,Smed,3.9,28463,0,6826,1618,11522,0,323,3790,52543,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
228 - Faglærte Arbejdere,Tømrer,7.9,28634,0,5846,132,7875,0,265,176,42927,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
228 - Faglærte Arbejdere,Varmemester,5.0,29000,0,6308,1905,8759,0,0,206,46178,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
240 - Kontorfunktionærer,Afdelingsleder-1,21.0,31790,0,5207,0,1581,0,372,124,39074,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
240 - Kontorfunktionærer,Afdelingsleder-2,13.8,35143,0,6346,0,5056,0,151,160,46857,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
240 - Kontorfunktionærer,Afdelingsleder-3,22.1,37595,257,6804,62,5975,0,621,405,51719,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
240 - Kontorfunktionærer,Kontorfuldmægtig,47.1,29632,98,4963,20,1753,0,488,90,37044,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
240 - Kontorfunktionærer,Overassistent,134.7,28383,0,4804,59,1883,0,320,109,35557,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
247 - Rengøringsassistenter,Rengør.inspektrice,17.5,23893,0,4547,109,6884,0,884,278,36594,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
247 - Rengøringsassistenter,Rengøringsassistent,244.7,23777,0,4035,63,3526,5,306,352,32064,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
247 - Rengøringsassistenter,Serviceassistent,51.0,25198,0,4363,98,3652,0,317,180,33808,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
258 - Kokke og kogersker,Catere,12.0,25366,0,4766,0,5322,0,288,739,36480,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
258 - Kokke og kogersker,Kok,96.1,27335,0,4945,15,4351,0,212,1197,38054,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
258 - Kokke og kogersker,Smørrebrødsjomfru,5.7,25352,0,4800,142,5076,0,290,902,36561,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
266 - Køkkenpersonale,Ernæringsassistent,52.2,25270,0,5597,25,4672,38,165,973,36740,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
266 - Køkkenpersonale,Køkkenassistent,11.0,25141,0,5722,84,4818,0,510,830,37106,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
266 - Køkkenpersonale,Køkkenleder,42.9,28873,125,6818,52,9770,47,854,1510,48048,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
268 - Stampersonel (OK- CS),Seniorsergent,7.8,28724,0,6041,3088,2964,0,533,2247,43597,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
"643 - Officerer m.fl. OK, HOD",Major,4.1,49499,1952,6891,3625,3273,0,605,662,66506,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
721 - Husmedhjælp.(timel.),Køkkenmedhjælper,3.1,24158,0,3065,0,0,0,1901,575,29699,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
747 - Rengøringsassistenter,Rengøringsassistent,3.2,23888,0,3428,0,0,0,1718,1421,30456,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.14.01 - Forsvarsministeriets Ejendomsstyrelse,Styrelse
22 - Civiløkonomer,Civiløkonom,10.0,31514,0,6650,4720,2681,0,125,4,45693,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
22 - Civiløkonomer,Specialkonsulent,5.7,46146,0,8277,89,903,0,0,99,55514,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
46 - Jurister/økonomer,Chefkonsulent,4.8,49671,0,9831,325,6353,0,1823,204,68207,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
46 - Jurister/økonomer,Chefkonsulent m. personaleled,7.0,52706,0,10209,134,5679,0,1929,0,70656,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
46 - Jurister/økonomer,Fuldmægtig,16.9,34486,0,6792,4701,630,0,74,0,46683,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
46 - Jurister/økonomer,Specialkonsulent,17.9,46146,0,8489,83,2205,0,583,43,57551,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
49 - Magistre,Fuldmægtig,4.8,32919,0,6474,4502,395,0,173,0,44463,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
240 - Kontorfunktionærer,Afdelingsleder-1,9.0,31790,0,5514,59,3302,0,509,159,41333,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
240 - Kontorfunktionærer,Kontorfuldmægtig,68.4,29697,0,5126,100,2638,0,361,149,38071,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
240 - Kontorfunktionærer,Overassistent,65.4,28179,0,4796,98,2003,0,162,192,35430,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.15.01 - Forsvarsministeriets Regnskabsstyrelse,Styrelse
44 - Ingeniører,Chefkonsulent,16.8,50754,0,10693,10,10599,0,1879,0,73935,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
44 - Ingeniører,Civilingeniør,35.8,33631,0,8298,210,13469,0,967,182,56756,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
44 - Ingeniører,Diplomingeniør,10.0,34729,0,8615,71,14381,0,1622,161,59579,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
44 - Ingeniører,Specialkonsulent,50.4,46216,0,9649,60,9154,42,1342,38,66501,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
44 - Ingeniører,Teknikumingeniør,4.0,35571,0,9419,5127,13590,0,1250,679,65636,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
46 - Jurister/økonomer,Afdelingschef,4.0,65908,0,17486,0,10561,24551,5313,0,123819,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
46 - Jurister/økonomer,"Bachelorer, BA",11.5,29358,0,6523,3631,5714,0,547,40,45814,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
46 - Jurister/økonomer,Chefkonsulent,77.7,50335,0,10158,144,7517,248,2007,375,70784,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
46 - Jurister/økonomer,Chefkonsulent m. personaleled,31.9,52706,0,10591,6,8044,17,2462,41,73866,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
46 - Jurister/økonomer,Fuldmægtig,87.2,32418,0,6655,4297,2884,5,795,67,47121,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
46 - Jurister/økonomer,Juridisk Rådgiver,5.0,43669,0,8919,5902,2483,0,2906,2896,66775,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
46 - Jurister/økonomer,Kontorchef,17.0,54640,0,13987,0,9527,16389,4485,34,99063,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
46 - Jurister/økonomer,Specialkonsulent,139.6,46151,31,8785,105,4085,0,1244,127,60529,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
49 - Magistre,"Bachelorer, BA",16.8,30492,0,7025,4135,6741,0,815,62,49270,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
49 - Magistre,Chefkonsulent,51.8,50139,0,10094,27,7751,119,1813,231,70176,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
49 - Magistre,Chefkonsulent m. personaleled,11.0,52706,0,11055,0,10801,0,1258,26,75845,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
49 - Magistre,Fuldmægtig,66.6,32865,0,7012,4446,4445,0,918,235,49921,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
49 - Magistre,Kontorchef,9.0,54006,0,13023,0,8116,14115,5454,0,94714,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
49 - Magistre,Specialkonsulent,153.2,46174,0,9226,53,6625,37,1254,217,63586,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
60 - Journalister,Journalist,10.0,33233,0,8443,208,12495,0,583,1791,56753,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
171 - Stampers.Tjm. HKKF,Korporal (HKKF),13.1,25946,361,5422,4382,4218,113,765,2515,43722,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
171 - Stampers.Tjm. HKKF,Overkonstabel-1,23.0,25029,0,4961,5045,2512,70,393,2752,40763,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
188 - Officerer,Generalmajor,5.0,66623,0,15217,11046,20787,8549,9126,1028,132377,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
188 - Officerer,Kaptajn,54.3,33350,324,6990,6200,1350,4677,898,2150,55939,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
188 - Officerer,Kaptajnløjtnant,10.0,33534,0,7308,7774,372,4664,1436,1498,56584,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
188 - Officerer,Kommandørkaptajn,12.0,53329,0,10761,4634,6547,697,4749,657,81374,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
188 - Officerer,Major,270.4,38866,289,9695,8929,807,6333,1208,1436,67563,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
188 - Officerer,Oberst,24.0,60679,0,13017,6096,10063,4237,5082,435,99609,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
188 - Officerer,Oberstløjtnant,49.0,53329,0,10972,4901,6561,343,4189,915,81211,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
188 - Officerer,Orlogskaptajn,61.2,39331,186,9030,7751,537,5895,1046,1672,65448,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
200 - Spec.Arb (3f),Specialarbejder,4.0,27632,0,5222,644,5763,0,1250,203,40714,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
201 - Tjenestemænd,Afdelingsleder-2,9.0,35143,0,6808,551,6770,0,1417,1305,51994,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
201 - Tjenestemænd,Afdelingsleder-3,11.0,37826,0,9283,1248,15747,540,2338,2535,69518,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
201 - Tjenestemænd,Kontorchef,5.0,53329,0,12877,438,6125,13963,3417,489,90637,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
201 - Tjenestemænd,Overværkmester,6.0,35590,0,8542,1164,13234,0,1111,2969,62610,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
208 - Stampers.Tjm. CS,Chefsergent,50.1,30768,114,6572,5194,4922,88,1137,950,49744,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
208 - Stampers.Tjm. CS,Flyverspecialist,8.0,24144,0,5175,7087,2538,0,406,1206,40556,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
208 - Stampers.Tjm. CS,Marinespecialist (MSPC) (GL),7.0,24144,0,4621,6246,2761,0,357,2441,40570,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
208 - Stampers.Tjm. CS,Oversergent,10.0,26183,0,5462,5008,3688,85,1266,6627,48319,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
208 - Stampers.Tjm. CS,Seniorsergent,58.0,27484,0,5976,5651,4515,82,731,3249,47688,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
211 - Tjenestemandslignende,Afdelingsleder-2,6.8,35143,0,8073,426,8311,0,1115,2460,55529,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
211 - Tjenestemandslignende,Afdelingsleder-3,5.0,37826,0,8808,3036,9261,0,1767,801,61498,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
216 - Stampersonel HKKF,Konstabel,11.0,24061,0,3688,2026,1087,0,9,3057,33928,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
216 - Stampersonel HKKF,Overkonstabel,13.0,24891,0,3839,2026,1038,0,0,3630,35424,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
216 - Stampersonel HKKF,Overkonstabel-1,33.0,24245,0,3884,2090,1976,0,282,3643,36119,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
228 - Faglærte Arbejdere,Elektriker,5.0,29805,0,7128,272,16687,0,958,5804,60654,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
228 - Faglærte Arbejdere,Håndværker,4.0,29805,0,5441,0,5046,0,625,60,40977,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
238 - IT-medarbejdere,IT-Afdelingsleder,102.5,45999,0,8829,46,11315,49,1299,462,67999,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
238 - IT-medarbejdere,IT-assistent,53.8,28739,0,4933,0,3446,0,258,1251,38626,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
238 - IT-medarbejdere,IT-Konsulent,21.6,34871,0,7393,116,11988,0,1689,1661,57718,"2024, 4. kvt.",§12 - Forsvarsministeriet,§12.23.01 - Forsvarsstaben,Andet
